,drug,HC03_VC208,HC03_VC207,HC03_VC206,HC03_VC205,HC03_VC204,HC03_VC203,HC03_VC202,HC03_VC201,HC03_VC200,HC03_VC199,HC03_VC198,HC03_VC197,HC03_VC196,HC03_VC195,HC03_VC194,HC03_VC193
251,mid,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_3,HC03_VC204_1,HC03_VC203_4,HC03_VC202_1,HC03_VC201_3,HC03_VC200_2,HC03_VC199_2,HC03_VC198_4,HC03_VC197_1,HC03_VC196_3,HC03_VC195_3,HC03_VC194_4,HC03_VC193_3
252,mid,HC03_VC208_1,HC03_VC207_2,HC03_VC206_2,HC03_VC205_3,HC03_VC204_4,HC03_VC203_4,HC03_VC202_2,HC03_VC201_2,HC03_VC200_2,HC03_VC199_2,HC03_VC198_2,HC03_VC197_3,HC03_VC196_2,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3
253,mid,HC03_VC208_3,HC03_VC207_1,HC03_VC206_2,HC03_VC205_2,HC03_VC204_4,HC03_VC203_2,HC03_VC202_2,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_2,HC03_VC196_3,HC03_VC195_2,HC03_VC194_2,HC03_VC193_2
254,mid,HC03_VC208_4,HC03_VC207_1,HC03_VC206_3,HC03_VC205_3,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_3,HC03_VC200_1,HC03_VC199_2,HC03_VC198_3,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_1
255,mid,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3
256,mid,HC03_VC208_1,HC03_VC207_2,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_1,HC03_VC201_1,HC03_VC200_4,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_3,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3
257,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_3,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_2
258,mid,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3
259,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_3,HC03_VC204_4,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
260,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_2,HC03_VC205_2,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_3,HC03_VC196_2,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
261,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_3,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
262,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
263,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_3,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_2,HC03_VC195_2,HC03_VC194_2,HC03_VC193_1
264,mid,HC03_VC208_4,HC03_VC207_3,HC03_VC206_2,HC03_VC205_4,HC03_VC204_1,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_4,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_3,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
265,mid,HC03_VC208_4,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_4,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3
266,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_4,HC03_VC196_2,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
267,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_4,HC03_VC204_4,HC03_VC203_1,HC03_VC202_2,HC03_VC201_2,HC03_VC200_1,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_3,HC03_VC193_4
268,mid,HC03_VC208_4,HC03_VC207_3,HC03_VC206_3,HC03_VC205_2,HC03_VC204_3,HC03_VC203_4,HC03_VC202_1,HC03_VC201_3,HC03_VC200_3,HC03_VC199_1,HC03_VC198_4,HC03_VC197_2,HC03_VC196_4,HC03_VC195_2,HC03_VC194_4,HC03_VC193_3
269,mid,HC03_VC208_4,HC03_VC207_3,HC03_VC206_2,HC03_VC205_3,HC03_VC204_3,HC03_VC203_4,HC03_VC202_1,HC03_VC201_4,HC03_VC200_1,HC03_VC199_2,HC03_VC198_4,HC03_VC197_1,HC03_VC196_4,HC03_VC195_3,HC03_VC194_2,HC03_VC193_3
270,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_2,HC03_VC205_2,HC03_VC204_3,HC03_VC203_4,HC03_VC202_2,HC03_VC201_3,HC03_VC200_1,HC03_VC199_1,HC03_VC198_3,HC03_VC197_1,HC03_VC196_2,HC03_VC195_3,HC03_VC194_3,HC03_VC193_1
271,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_3,HC03_VC203_2,HC03_VC202_2,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_2,HC03_VC196_3,HC03_VC195_3,HC03_VC194_2,HC03_VC193_1
272,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1
273,mid,HC03_VC208_4,HC03_VC207_3,HC03_VC206_3,HC03_VC205_2,HC03_VC204_3,HC03_VC203_4,HC03_VC202_2,HC03_VC201_2,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_3,HC03_VC196_3,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1
274,mid,HC03_VC208_1,HC03_VC207_2,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_2,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_3,HC03_VC196_3,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
275,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_4,HC03_VC204_3,HC03_VC203_3,HC03_VC202_2,HC03_VC201_2,HC03_VC200_2,HC03_VC199_2,HC03_VC198_2,HC03_VC197_1,HC03_VC196_3,HC03_VC195_2,HC03_VC194_2,HC03_VC193_1
276,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_2,HC03_VC195_2,HC03_VC194_3,HC03_VC193_1
277,mid,HC03_VC208_4,HC03_VC207_3,HC03_VC206_3,HC03_VC205_3,HC03_VC204_2,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_3,HC03_VC195_3,HC03_VC194_4,HC03_VC193_3
278,mid,HC03_VC208_2,HC03_VC207_1,HC03_VC206_2,HC03_VC205_2,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_4,HC03_VC196_2,HC03_VC195_1,HC03_VC194_4,HC03_VC193_1
279,mid,HC03_VC208_4,HC03_VC207_1,HC03_VC206_3,HC03_VC205_1,HC03_VC204_3,HC03_VC203_3,HC03_VC202_2,HC03_VC201_3,HC03_VC200_2,HC03_VC199_2,HC03_VC198_2,HC03_VC197_4,HC03_VC196_2,HC03_VC195_3,HC03_VC194_4,HC03_VC193_3
280,mid,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_1,HC03_VC203_3,HC03_VC202_2,HC03_VC201_2,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_1,HC03_VC196_3,HC03_VC195_3,HC03_VC194_2,HC03_VC193_3
281,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_3,HC03_VC196_3,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
282,mid,HC03_VC208_2,HC03_VC207_3,HC03_VC206_2,HC03_VC205_3,HC03_VC204_4,HC03_VC203_2,HC03_VC202_2,HC03_VC201_1,HC03_VC200_3,HC03_VC199_1,HC03_VC198_2,HC03_VC197_1,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_4
283,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_3,HC03_VC205_1,HC03_VC204_3,HC03_VC203_2,HC03_VC202_2,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_3,HC03_VC197_3,HC03_VC196_2,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
284,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
285,mid,HC03_VC208_4,HC03_VC207_1,HC03_VC206_1,HC03_VC205_4,HC03_VC204_4,HC03_VC203_4,HC03_VC202_2,HC03_VC201_3,HC03_VC200_2,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
286,mid,HC03_VC208_2,HC03_VC207_2,HC03_VC206_2,HC03_VC205_2,HC03_VC204_3,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_2,HC03_VC198_2,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2
287,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1
288,mid,HC03_VC208_2,HC03_VC207_3,HC03_VC206_1,HC03_VC205_3,HC03_VC204_2,HC03_VC203_2,HC03_VC202_2,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_2,HC03_VC197_3,HC03_VC196_1,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3
289,mid,HC03_VC208_4,HC03_VC207_1,HC03_VC206_2,HC03_VC205_4,HC03_VC204_4,HC03_VC203_2,HC03_VC202_1,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_2,HC03_VC197_3,HC03_VC196_2,HC03_VC195_3,HC03_VC194_3,HC03_VC193_4
290,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_2,HC03_VC204_2,HC03_VC203_2,HC03_VC202_2,HC03_VC201_3,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_3,HC03_VC196_2,HC03_VC195_2,HC03_VC194_2,HC03_VC193_3
291,mid,HC03_VC208_1,HC03_VC207_1,HC03_VC206_2,HC03_VC205_3,HC03_VC204_3,HC03_VC203_4,HC03_VC202_2,HC03_VC201_3,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_4,HC03_VC196_1,HC03_VC195_3,HC03_VC194_4,HC03_VC193_2
292,mid,HC03_VC208_3,HC03_VC207_2,HC03_VC206_3,HC03_VC205_1,HC03_VC204_3,HC03_VC203_4,HC03_VC202_1,HC03_VC201_4,HC03_VC200_1,HC03_VC199_2,HC03_VC198_4,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_3,HC03_VC193_4
293,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_2,HC03_VC203_1,HC03_VC202_2,HC03_VC201_3,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_1,HC03_VC196_3,HC03_VC195_3,HC03_VC194_2,HC03_VC193_1
294,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_2,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
295,mid,HC03_VC208_4,HC03_VC207_3,HC03_VC206_2,HC03_VC205_4,HC03_VC204_4,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_2,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3
296,mid,HC03_VC208_4,HC03_VC207_1,HC03_VC206_3,HC03_VC205_2,HC03_VC204_2,HC03_VC203_3,HC03_VC202_2,HC03_VC201_4,HC03_VC200_1,HC03_VC199_2,HC03_VC198_4,HC03_VC197_3,HC03_VC196_4,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1
297,mid,HC03_VC208_4,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_4,HC03_VC200_1,HC03_VC199_2,HC03_VC198_2,HC03_VC197_2,HC03_VC196_4,HC03_VC195_3,HC03_VC194_2,HC03_VC193_1
298,mid,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_4,HC03_VC204_3,HC03_VC203_2,HC03_VC202_2,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_3,HC03_VC193_2
299,mid,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_3,HC03_VC203_1,HC03_VC202_2,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
300,mid,HC03_VC208_2,HC03_VC207_3,HC03_VC206_1,HC03_VC205_3,HC03_VC204_4,HC03_VC203_2,HC03_VC202_2,HC03_VC201_2,HC03_VC200_2,HC03_VC199_1,HC03_VC198_3,HC03_VC197_3,HC03_VC196_2,HC03_VC195_3,HC03_VC194_1,HC03_VC193_4
301,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_2,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
302,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_3,HC03_VC204_4,HC03_VC203_2,HC03_VC202_1,HC03_VC201_4,HC03_VC200_2,HC03_VC199_1,HC03_VC198_4,HC03_VC197_3,HC03_VC196_2,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2
303,low,HC03_VC208_2,HC03_VC207_1,HC03_VC206_3,HC03_VC205_4,HC03_VC204_3,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_3,HC03_VC199_1,HC03_VC198_4,HC03_VC197_4,HC03_VC196_2,HC03_VC195_3,HC03_VC194_4,HC03_VC193_3
304,low,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_4,HC03_VC204_4,HC03_VC203_3,HC03_VC202_1,HC03_VC201_2,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_3,HC03_VC196_1,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2
305,low,HC03_VC208_2,HC03_VC207_2,HC03_VC206_2,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1
306,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
307,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_4,HC03_VC204_4,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2
308,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_2,HC03_VC205_2,HC03_VC204_2,HC03_VC203_1,HC03_VC202_2,HC03_VC201_4,HC03_VC200_2,HC03_VC199_2,HC03_VC198_2,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_4
309,low,HC03_VC208_3,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_3,HC03_VC197_4,HC03_VC196_3,HC03_VC195_2,HC03_VC194_4,HC03_VC193_2
310,low,HC03_VC208_2,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_3,HC03_VC202_1,HC03_VC201_3,HC03_VC200_2,HC03_VC199_1,HC03_VC198_2,HC03_VC197_3,HC03_VC196_2,HC03_VC195_3,HC03_VC194_3,HC03_VC193_2
311,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_3,HC03_VC202_2,HC03_VC201_3,HC03_VC200_1,HC03_VC199_1,HC03_VC198_3,HC03_VC197_3,HC03_VC196_1,HC03_VC195_2,HC03_VC194_3,HC03_VC193_3
312,low,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
313,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_3,HC03_VC204_3,HC03_VC203_4,HC03_VC202_1,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
314,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
315,low,HC03_VC208_3,HC03_VC207_1,HC03_VC206_2,HC03_VC205_3,HC03_VC204_4,HC03_VC203_2,HC03_VC202_1,HC03_VC201_3,HC03_VC200_1,HC03_VC199_1,HC03_VC198_3,HC03_VC197_4,HC03_VC196_1,HC03_VC195_2,HC03_VC194_4,HC03_VC193_2
316,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_1,HC03_VC205_4,HC03_VC204_4,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1
317,low,HC03_VC208_3,HC03_VC207_1,HC03_VC206_3,HC03_VC205_1,HC03_VC204_2,HC03_VC203_2,HC03_VC202_2,HC03_VC201_4,HC03_VC200_1,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_3,HC03_VC193_3
318,low,HC03_VC208_3,HC03_VC207_1,HC03_VC206_3,HC03_VC205_2,HC03_VC204_1,HC03_VC203_4,HC03_VC202_2,HC03_VC201_3,HC03_VC200_1,HC03_VC199_2,HC03_VC198_3,HC03_VC197_1,HC03_VC196_3,HC03_VC195_3,HC03_VC194_3,HC03_VC193_4
319,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_2,HC03_VC205_2,HC03_VC204_2,HC03_VC203_4,HC03_VC202_2,HC03_VC201_3,HC03_VC200_2,HC03_VC199_1,HC03_VC198_3,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_3
320,low,HC03_VC208_4,HC03_VC207_3,HC03_VC206_2,HC03_VC205_3,HC03_VC204_3,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_4,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_3,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
321,low,HC03_VC208_2,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_3,HC03_VC199_2,HC03_VC198_2,HC03_VC197_1,HC03_VC196_2,HC03_VC195_1,HC03_VC194_2,HC03_VC193_2
322,low,HC03_VC208_4,HC03_VC207_2,HC03_VC206_2,HC03_VC205_4,HC03_VC204_2,HC03_VC203_3,HC03_VC202_1,HC03_VC201_3,HC03_VC200_1,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_3,HC03_VC195_2,HC03_VC194_4,HC03_VC193_3
323,low,HC03_VC208_4,HC03_VC207_1,HC03_VC206_3,HC03_VC205_4,HC03_VC204_4,HC03_VC203_2,HC03_VC202_2,HC03_VC201_4,HC03_VC200_4,HC03_VC199_2,HC03_VC198_3,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
324,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_3,HC03_VC203_4,HC03_VC202_1,HC03_VC201_2,HC03_VC200_2,HC03_VC199_2,HC03_VC198_4,HC03_VC197_2,HC03_VC196_1,HC03_VC195_3,HC03_VC194_2,HC03_VC193_4
325,low,HC03_VC208_4,HC03_VC207_1,HC03_VC206_3,HC03_VC205_4,HC03_VC204_2,HC03_VC203_1,HC03_VC202_2,HC03_VC201_4,HC03_VC200_2,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_3
326,low,HC03_VC208_4,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_2,HC03_VC201_2,HC03_VC200_2,HC03_VC199_2,HC03_VC198_2,HC03_VC197_1,HC03_VC196_2,HC03_VC195_1,HC03_VC194_2,HC03_VC193_2
327,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_2,HC03_VC198_2,HC03_VC197_2,HC03_VC196_2,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3
328,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_2,HC03_VC205_1,HC03_VC204_2,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_1,HC03_VC196_2,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1
329,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_2,HC03_VC203_2,HC03_VC202_2,HC03_VC201_1,HC03_VC200_2,HC03_VC199_2,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_3
330,low,HC03_VC208_4,HC03_VC207_1,HC03_VC206_3,HC03_VC205_4,HC03_VC204_2,HC03_VC203_2,HC03_VC202_1,HC03_VC201_4,HC03_VC200_2,HC03_VC199_1,HC03_VC198_4,HC03_VC197_3,HC03_VC196_3,HC03_VC195_3,HC03_VC194_3,HC03_VC193_3
331,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_3,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_3,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_1,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3
332,low,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_3,HC03_VC204_4,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
333,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_4,HC03_VC204_4,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_4,HC03_VC196_2,HC03_VC195_2,HC03_VC194_1,HC03_VC193_3
334,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_3,HC03_VC194_2,HC03_VC193_1
