,drug,HC03_VC61,HC03_VC62,HC03_VC64,HC03_VC65,HC03_VC66,HC03_VC67,HC03_VC69,HC03_VC70,HC03_VC71
439,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_3,HC03_VC65_4,HC03_VC66_2,HC03_VC67_4,HC03_VC69_4,HC03_VC70_2,HC03_VC71_4
440,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_4,HC03_VC65_2,HC03_VC66_4,HC03_VC67_2,HC03_VC69_4,HC03_VC70_4,HC03_VC71_4
441,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_1,HC03_VC65_4,HC03_VC66_2,HC03_VC67_1,HC03_VC69_4,HC03_VC70_2,HC03_VC71_2
442,low,HC03_VC61_4,HC03_VC62_2,HC03_VC64_2,HC03_VC65_2,HC03_VC66_1,HC03_VC67_3,HC03_VC69_4,HC03_VC70_4,HC03_VC71_3
443,low,HC03_VC61_2,HC03_VC62_4,HC03_VC64_2,HC03_VC65_4,HC03_VC66_2,HC03_VC67_3,HC03_VC69_3,HC03_VC70_3,HC03_VC71_3
444,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_1,HC03_VC65_4,HC03_VC66_1,HC03_VC67_4,HC03_VC69_4,HC03_VC70_4,HC03_VC71_2
445,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_4,HC03_VC65_2,HC03_VC66_1,HC03_VC67_1,HC03_VC69_4,HC03_VC70_1,HC03_VC71_4
446,low,HC03_VC61_3,HC03_VC62_1,HC03_VC64_3,HC03_VC65_4,HC03_VC66_2,HC03_VC67_1,HC03_VC69_3,HC03_VC70_1,HC03_VC71_3
447,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_1,HC03_VC65_1,HC03_VC66_2,HC03_VC67_3,HC03_VC69_4,HC03_VC70_1,HC03_VC71_1
448,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_1,HC03_VC65_4,HC03_VC66_4,HC03_VC67_1,HC03_VC69_4,HC03_VC70_4,HC03_VC71_4
449,low,HC03_VC61_4,HC03_VC62_2,HC03_VC64_2,HC03_VC65_4,HC03_VC66_4,HC03_VC67_1,HC03_VC69_4,HC03_VC70_4,HC03_VC71_1
450,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_4,HC03_VC65_4,HC03_VC66_4,HC03_VC67_2,HC03_VC69_4,HC03_VC70_1,HC03_VC71_2
451,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_4,HC03_VC65_4,HC03_VC66_4,HC03_VC67_3,HC03_VC69_4,HC03_VC70_1,HC03_VC71_4
452,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_4,HC03_VC65_4,HC03_VC66_4,HC03_VC67_3,HC03_VC69_4,HC03_VC70_1,HC03_VC71_4
453,low,HC03_VC61_3,HC03_VC62_1,HC03_VC64_1,HC03_VC65_3,HC03_VC66_1,HC03_VC67_3,HC03_VC69_3,HC03_VC70_1,HC03_VC71_3
454,low,HC03_VC61_4,HC03_VC62_2,HC03_VC64_1,HC03_VC65_4,HC03_VC66_2,HC03_VC67_4,HC03_VC69_4,HC03_VC70_4,HC03_VC71_1
455,low,HC03_VC61_2,HC03_VC62_2,HC03_VC64_1,HC03_VC65_3,HC03_VC66_4,HC03_VC67_1,HC03_VC69_2,HC03_VC70_4,HC03_VC71_1
456,low,HC03_VC61_4,HC03_VC62_3,HC03_VC64_1,HC03_VC65_3,HC03_VC66_2,HC03_VC67_4,HC03_VC69_4,HC03_VC70_4,HC03_VC71_1
457,low,HC03_VC61_4,HC03_VC62_3,HC03_VC64_1,HC03_VC65_4,HC03_VC66_4,HC03_VC67_3,HC03_VC69_4,HC03_VC70_4,HC03_VC71_4
458,low,HC03_VC61_4,HC03_VC62_4,HC03_VC64_4,HC03_VC65_4,HC03_VC66_1,HC03_VC67_4,HC03_VC69_4,HC03_VC70_4,HC03_VC71_2
459,low,HC03_VC61_4,HC03_VC62_1,HC03_VC64_3,HC03_VC65_1,HC03_VC66_4,HC03_VC67_4,HC03_VC69_3,HC03_VC70_4,HC03_VC71_1
