,drug,HC03_VC03,HC03_VC04,HC03_VC06,HC03_VC07,HC03_VC08,HC03_VC09,HC03_VC10,HC03_VC11,HC03_VC12,HC03_VC13,HC03_VC14,HC03_VC15,HC03_VC17,HC03_VC18
285,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_3,HC03_VC10_3,HC03_VC11_4,HC03_VC12_3,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
286,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_3,HC03_VC07_1,HC03_VC08_3,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_4,HC03_VC13_4,HC03_VC14_3,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
287,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
288,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_1,HC03_VC07_3,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_1,HC03_VC18_3
289,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_1,HC03_VC18_3
290,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_4,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
291,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_2,HC03_VC09_3,HC03_VC10_4,HC03_VC11_3,HC03_VC12_3,HC03_VC13_3,HC03_VC14_3,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
292,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_3,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_1,HC03_VC18_4
293,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_2,HC03_VC11_4,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_1,HC03_VC18_3
294,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_2,HC03_VC13_2,HC03_VC14_3,HC03_VC15_3,HC03_VC17_2,HC03_VC18_3
295,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_3,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_2,HC03_VC18_2
296,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_3,HC03_VC10_3,HC03_VC11_4,HC03_VC12_4,HC03_VC13_3,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
297,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
298,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
299,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_3,HC03_VC10_3,HC03_VC11_4,HC03_VC12_3,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_2,HC03_VC18_3
300,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_4,HC03_VC07_1,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_3,HC03_VC18_2
301,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_1,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2,HC03_VC13_4,HC03_VC14_3,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
302,mid,HC03_VC03_2,HC03_VC04_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_4,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
303,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
304,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_3,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_3,HC03_VC18_1
305,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_2,HC03_VC14_2,HC03_VC15_3,HC03_VC17_2,HC03_VC18_3
306,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
307,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_3,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_4,HC03_VC11_2,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
308,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_1,HC03_VC18_3
309,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC06_4,HC03_VC07_2,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_4,HC03_VC12_4,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_4,HC03_VC18_2
310,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
311,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_1,HC03_VC07_4,HC03_VC08_2,HC03_VC09_3,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
312,mid,HC03_VC03_3,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_4,HC03_VC09_3,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_3,HC03_VC18_2
313,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_4,HC03_VC07_1,HC03_VC08_3,HC03_VC09_4,HC03_VC10_4,HC03_VC11_3,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_4,HC03_VC18_1
314,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_2,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_4,HC03_VC18_1
315,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_2,HC03_VC09_1,HC03_VC10_3,HC03_VC11_3,HC03_VC12_4,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_2,HC03_VC18_3
316,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC06_4,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_4,HC03_VC11_3,HC03_VC12_3,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_3,HC03_VC18_1
317,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_2,HC03_VC13_3,HC03_VC14_4,HC03_VC15_4,HC03_VC17_2,HC03_VC18_4
318,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_3
319,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_4,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_1,HC03_VC18_3
320,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_2,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_3,HC03_VC18_1
321,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_1,HC03_VC07_3,HC03_VC08_1,HC03_VC09_3,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_2,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
322,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4,HC03_VC13_1,HC03_VC14_1,HC03_VC15_4,HC03_VC17_4,HC03_VC18_4
323,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_3,HC03_VC11_3,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
324,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_3,HC03_VC14_3,HC03_VC15_2,HC03_VC17_2,HC03_VC18_2
325,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_2,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
326,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
327,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_4,HC03_VC07_3,HC03_VC08_4,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_3,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
328,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_3,HC03_VC10_2,HC03_VC11_4,HC03_VC12_4,HC03_VC13_3,HC03_VC14_4,HC03_VC15_2,HC03_VC17_2,HC03_VC18_2
329,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_2,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_2,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_3,HC03_VC18_1
330,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_3,HC03_VC12_3,HC03_VC13_1,HC03_VC14_1,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
331,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_4,HC03_VC11_2,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
332,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_4,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_2,HC03_VC18_3
333,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_1,HC03_VC10_2,HC03_VC11_3,HC03_VC12_3,HC03_VC13_3,HC03_VC14_3,HC03_VC15_1,HC03_VC17_2,HC03_VC18_3
334,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_4,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_2,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
335,mid,HC03_VC03_3,HC03_VC04_3,HC03_VC06_2,HC03_VC07_4,HC03_VC08_3,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_2,HC03_VC15_3,HC03_VC17_2,HC03_VC18_3
336,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_2,HC03_VC11_4,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
337,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_3,HC03_VC10_3,HC03_VC11_4,HC03_VC12_3,HC03_VC13_3,HC03_VC14_4,HC03_VC15_3,HC03_VC17_2,HC03_VC18_3
338,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_4,HC03_VC12_3,HC03_VC13_3,HC03_VC14_2,HC03_VC15_3,HC03_VC17_1,HC03_VC18_4
339,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC06_4,HC03_VC07_2,HC03_VC08_3,HC03_VC09_2,HC03_VC10_4,HC03_VC11_3,HC03_VC12_3,HC03_VC13_2,HC03_VC14_3,HC03_VC15_2,HC03_VC17_4,HC03_VC18_1
340,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_3,HC03_VC10_2,HC03_VC11_3,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_3,HC03_VC18_2
341,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4,HC03_VC13_3,HC03_VC14_3,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
342,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_4,HC03_VC10_4,HC03_VC11_3,HC03_VC12_2,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_3,HC03_VC18_1
343,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
344,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4,HC03_VC13_1,HC03_VC14_1,HC03_VC15_4,HC03_VC17_4,HC03_VC18_4
345,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC06_3,HC03_VC07_4,HC03_VC08_4,HC03_VC09_2,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_2,HC03_VC14_1,HC03_VC15_1,HC03_VC17_3,HC03_VC18_1
346,low,HC03_VC03_2,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_3,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_3,HC03_VC18_1
347,low,HC03_VC03_2,HC03_VC04_2,HC03_VC06_3,HC03_VC07_1,HC03_VC08_2,HC03_VC09_3,HC03_VC10_2,HC03_VC11_4,HC03_VC12_4,HC03_VC13_3,HC03_VC14_3,HC03_VC15_2,HC03_VC17_3,HC03_VC18_1
348,low,HC03_VC03_2,HC03_VC04_4,HC03_VC06_3,HC03_VC07_4,HC03_VC08_3,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_2,HC03_VC13_1,HC03_VC14_2,HC03_VC15_2,HC03_VC17_4,HC03_VC18_2
349,low,HC03_VC03_4,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_4,HC03_VC11_2,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
350,low,HC03_VC03_4,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
351,low,HC03_VC03_4,HC03_VC04_4,HC03_VC06_4,HC03_VC07_2,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_4,HC03_VC12_4,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
352,low,HC03_VC03_2,HC03_VC04_2,HC03_VC06_2,HC03_VC07_1,HC03_VC08_2,HC03_VC09_3,HC03_VC10_2,HC03_VC11_4,HC03_VC12_4,HC03_VC13_3,HC03_VC14_3,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
353,low,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
354,low,HC03_VC03_2,HC03_VC04_3,HC03_VC06_4,HC03_VC07_3,HC03_VC08_4,HC03_VC09_1,HC03_VC10_2,HC03_VC11_2,HC03_VC12_3,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
355,low,HC03_VC03_2,HC03_VC04_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_3,HC03_VC09_4,HC03_VC10_3,HC03_VC11_2,HC03_VC12_3,HC03_VC13_3,HC03_VC14_2,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
356,low,HC03_VC03_1,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4,HC03_VC13_1,HC03_VC14_1,HC03_VC15_4,HC03_VC17_4,HC03_VC18_4
357,low,HC03_VC03_4,HC03_VC04_2,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_4,HC03_VC12_4,HC03_VC13_3,HC03_VC14_4,HC03_VC15_2,HC03_VC17_2,HC03_VC18_2
358,low,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
359,low,HC03_VC03_2,HC03_VC04_3,HC03_VC06_3,HC03_VC07_2,HC03_VC08_2,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_3,HC03_VC13_2,HC03_VC14_3,HC03_VC15_2,HC03_VC17_3,HC03_VC18_1
360,low,HC03_VC03_2,HC03_VC04_2,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_3,HC03_VC13_3,HC03_VC14_2,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
361,low,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_3,HC03_VC11_4,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
362,low,HC03_VC03_1,HC03_VC04_4,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3,HC03_VC13_1,HC03_VC14_2,HC03_VC15_3,HC03_VC17_3,HC03_VC18_4
363,low,HC03_VC03_2,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_1,HC03_VC12_2,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
364,low,HC03_VC03_4,HC03_VC04_3,HC03_VC06_4,HC03_VC07_1,HC03_VC08_4,HC03_VC09_3,HC03_VC10_2,HC03_VC11_4,HC03_VC12_4,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
365,low,HC03_VC03_1,HC03_VC04_4,HC03_VC06_3,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_2,HC03_VC17_3,HC03_VC18_3
366,low,HC03_VC03_4,HC03_VC04_1,HC03_VC06_4,HC03_VC07_1,HC03_VC08_4,HC03_VC09_1,HC03_VC10_1,HC03_VC11_4,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
367,low,HC03_VC03_4,HC03_VC04_1,HC03_VC06_4,HC03_VC07_1,HC03_VC08_4,HC03_VC09_2,HC03_VC10_4,HC03_VC11_3,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_2,HC03_VC17_4,HC03_VC18_1
368,low,HC03_VC03_4,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_3
369,low,HC03_VC03_1,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_3,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_4,HC03_VC18_2
370,low,HC03_VC03_1,HC03_VC04_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_2,HC03_VC14_3,HC03_VC15_2,HC03_VC17_2,HC03_VC18_3
371,low,HC03_VC03_2,HC03_VC04_4,HC03_VC06_4,HC03_VC07_3,HC03_VC08_2,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4,HC03_VC13_1,HC03_VC14_1,HC03_VC15_3,HC03_VC17_4,HC03_VC18_3
372,low,HC03_VC03_2,HC03_VC04_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_2,HC03_VC17_2,HC03_VC18_3
373,low,HC03_VC03_4,HC03_VC04_3,HC03_VC06_4,HC03_VC07_1,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3,HC03_VC13_2,HC03_VC14_3,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
374,low,HC03_VC03_3,HC03_VC04_3,HC03_VC06_1,HC03_VC07_3,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_1,HC03_VC18_3
375,low,HC03_VC03_4,HC03_VC04_1,HC03_VC06_1,HC03_VC07_3,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_2,HC03_VC17_1,HC03_VC18_2
376,low,HC03_VC03_1,HC03_VC04_4,HC03_VC06_2,HC03_VC07_4,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_1,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_3,HC03_VC17_3,HC03_VC18_3
377,low,HC03_VC03_2,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
378,low,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_2
379,low,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
