,drug,HC03_VC182,HC03_VC183,HC03_VC184,HC03_VC185,HC03_VC186,HC03_VC187,HC03_VC188,HC03_VC189,HC03_VC190,HC03_VC191,HC03_VC192,HC03_VC193,HC03_VC194,HC03_VC195,HC03_VC196,HC03_VC197,HC03_VC198,HC03_VC199,HC03_VC200,HC03_VC201,HC03_VC202,HC03_VC203,HC03_VC204,HC03_VC205,HC03_VC206,HC03_VC207,HC03_VC208,HC03_VC209
143,mid,HC03_VC182_1,HC03_VC183_3,HC03_VC184_2,HC03_VC185_2,HC03_VC186_2,HC03_VC187_3,HC03_VC188_3,HC03_VC189_1,HC03_VC190_3,HC03_VC191_1,HC03_VC192_1,HC03_VC193_2,HC03_VC194_1,HC03_VC195_2,HC03_VC196_2,HC03_VC197_2,HC03_VC198_2,HC03_VC199_1,HC03_VC200_3,HC03_VC201_2,HC03_VC202_3,HC03_VC203_2,HC03_VC204_1,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_2,HC03_VC209_2
144,mid,HC03_VC182_4,HC03_VC183_3,HC03_VC184_2,HC03_VC185_2,HC03_VC186_2,HC03_VC187_4,HC03_VC188_3,HC03_VC189_3,HC03_VC190_4,HC03_VC191_4,HC03_VC192_3,HC03_VC193_3,HC03_VC194_4,HC03_VC195_3,HC03_VC196_2,HC03_VC197_1,HC03_VC198_3,HC03_VC199_1,HC03_VC200_3,HC03_VC201_2,HC03_VC202_3,HC03_VC203_3,HC03_VC204_1,HC03_VC205_4,HC03_VC206_3,HC03_VC207_3,HC03_VC208_3,HC03_VC209_1
145,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_1,HC03_VC188_4,HC03_VC189_2,HC03_VC190_1,HC03_VC191_1,HC03_VC192_1,HC03_VC193_1,HC03_VC194_2,HC03_VC195_1,HC03_VC196_1,HC03_VC197_1,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_2,HC03_VC202_2,HC03_VC203_1,HC03_VC204_1,HC03_VC205_1,HC03_VC206_1,HC03_VC207_1,HC03_VC208_1,HC03_VC209_1
146,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_1,HC03_VC187_3,HC03_VC188_1,HC03_VC189_4,HC03_VC190_2,HC03_VC191_3,HC03_VC192_3,HC03_VC193_3,HC03_VC194_4,HC03_VC195_3,HC03_VC196_3,HC03_VC197_3,HC03_VC198_4,HC03_VC199_2,HC03_VC200_4,HC03_VC201_1,HC03_VC202_2,HC03_VC203_2,HC03_VC204_3,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_2,HC03_VC209_2
147,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_1,HC03_VC187_2,HC03_VC188_4,HC03_VC189_1,HC03_VC190_3,HC03_VC191_3,HC03_VC192_1,HC03_VC193_4,HC03_VC194_3,HC03_VC195_3,HC03_VC196_3,HC03_VC197_1,HC03_VC198_2,HC03_VC199_2,HC03_VC200_1,HC03_VC201_1,HC03_VC202_4,HC03_VC203_3,HC03_VC204_3,HC03_VC205_3,HC03_VC206_1,HC03_VC207_3,HC03_VC208_1,HC03_VC209_2
148,mid,HC03_VC182_1,HC03_VC183_3,HC03_VC184_2,HC03_VC185_2,HC03_VC186_1,HC03_VC187_3,HC03_VC188_1,HC03_VC189_1,HC03_VC190_1,HC03_VC191_3,HC03_VC192_1,HC03_VC193_2,HC03_VC194_4,HC03_VC195_2,HC03_VC196_1,HC03_VC197_1,HC03_VC198_3,HC03_VC199_1,HC03_VC200_2,HC03_VC201_1,HC03_VC202_1,HC03_VC203_2,HC03_VC204_1,HC03_VC205_1,HC03_VC206_2,HC03_VC207_1,HC03_VC208_2,HC03_VC209_1
149,mid,HC03_VC182_1,HC03_VC183_2,HC03_VC184_1,HC03_VC185_2,HC03_VC186_1,HC03_VC187_3,HC03_VC188_1,HC03_VC189_2,HC03_VC190_1,HC03_VC191_3,HC03_VC192_2,HC03_VC193_3,HC03_VC194_2,HC03_VC195_2,HC03_VC196_2,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_1,HC03_VC202_1,HC03_VC203_2,HC03_VC204_1,HC03_VC205_2,HC03_VC206_2,HC03_VC207_1,HC03_VC208_2,HC03_VC209_2
150,mid,HC03_VC182_3,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_3,HC03_VC188_1,HC03_VC189_1,HC03_VC190_3,HC03_VC191_3,HC03_VC192_1,HC03_VC193_2,HC03_VC194_2,HC03_VC195_1,HC03_VC196_2,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_1,HC03_VC201_1,HC03_VC202_1,HC03_VC203_1,HC03_VC204_1,HC03_VC205_1,HC03_VC206_2,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
151,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_2,HC03_VC186_1,HC03_VC187_4,HC03_VC188_2,HC03_VC189_1,HC03_VC190_1,HC03_VC191_4,HC03_VC192_3,HC03_VC193_4,HC03_VC194_3,HC03_VC195_4,HC03_VC196_3,HC03_VC197_4,HC03_VC198_4,HC03_VC199_2,HC03_VC200_4,HC03_VC201_4,HC03_VC202_4,HC03_VC203_3,HC03_VC204_3,HC03_VC205_4,HC03_VC206_4,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
152,mid,HC03_VC182_4,HC03_VC183_3,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_1,HC03_VC188_3,HC03_VC189_3,HC03_VC190_4,HC03_VC191_1,HC03_VC192_2,HC03_VC193_3,HC03_VC194_1,HC03_VC195_3,HC03_VC196_3,HC03_VC197_4,HC03_VC198_4,HC03_VC199_2,HC03_VC200_3,HC03_VC201_2,HC03_VC202_3,HC03_VC203_3,HC03_VC204_3,HC03_VC205_3,HC03_VC206_4,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
153,mid,HC03_VC182_3,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_4,HC03_VC188_4,HC03_VC189_4,HC03_VC190_4,HC03_VC191_4,HC03_VC192_3,HC03_VC193_4,HC03_VC194_3,HC03_VC195_4,HC03_VC196_3,HC03_VC197_4,HC03_VC198_4,HC03_VC199_1,HC03_VC200_4,HC03_VC201_1,HC03_VC202_1,HC03_VC203_3,HC03_VC204_3,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
154,mid,HC03_VC182_2,HC03_VC183_1,HC03_VC184_1,HC03_VC185_2,HC03_VC186_2,HC03_VC187_3,HC03_VC188_1,HC03_VC189_1,HC03_VC190_1,HC03_VC191_3,HC03_VC192_2,HC03_VC193_4,HC03_VC194_2,HC03_VC195_2,HC03_VC196_2,HC03_VC197_2,HC03_VC198_3,HC03_VC199_2,HC03_VC200_3,HC03_VC201_2,HC03_VC202_2,HC03_VC203_3,HC03_VC204_2,HC03_VC205_3,HC03_VC206_1,HC03_VC207_1,HC03_VC208_2,HC03_VC209_2
155,mid,HC03_VC182_3,HC03_VC183_2,HC03_VC184_2,HC03_VC185_2,HC03_VC186_3,HC03_VC187_2,HC03_VC188_2,HC03_VC189_3,HC03_VC190_3,HC03_VC191_2,HC03_VC192_3,HC03_VC193_4,HC03_VC194_4,HC03_VC195_3,HC03_VC196_2,HC03_VC197_1,HC03_VC198_3,HC03_VC199_1,HC03_VC200_3,HC03_VC201_2,HC03_VC202_2,HC03_VC203_2,HC03_VC204_3,HC03_VC205_4,HC03_VC206_1,HC03_VC207_1,HC03_VC208_2,HC03_VC209_2
156,mid,HC03_VC182_4,HC03_VC183_2,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_4,HC03_VC188_4,HC03_VC189_3,HC03_VC190_3,HC03_VC191_4,HC03_VC192_3,HC03_VC193_3,HC03_VC194_4,HC03_VC195_4,HC03_VC196_3,HC03_VC197_4,HC03_VC198_3,HC03_VC199_2,HC03_VC200_4,HC03_VC201_4,HC03_VC202_1,HC03_VC203_3,HC03_VC204_2,HC03_VC205_4,HC03_VC206_4,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
157,mid,HC03_VC182_2,HC03_VC183_3,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_2,HC03_VC188_1,HC03_VC189_1,HC03_VC190_1,HC03_VC191_2,HC03_VC192_2,HC03_VC193_2,HC03_VC194_2,HC03_VC195_1,HC03_VC196_2,HC03_VC197_1,HC03_VC198_1,HC03_VC199_1,HC03_VC200_3,HC03_VC201_1,HC03_VC202_1,HC03_VC203_1,HC03_VC204_1,HC03_VC205_1,HC03_VC206_1,HC03_VC207_1,HC03_VC208_2,HC03_VC209_2
158,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_1,HC03_VC186_3,HC03_VC187_4,HC03_VC188_3,HC03_VC189_2,HC03_VC190_4,HC03_VC191_4,HC03_VC192_3,HC03_VC193_4,HC03_VC194_4,HC03_VC195_3,HC03_VC196_1,HC03_VC197_2,HC03_VC198_3,HC03_VC199_1,HC03_VC200_4,HC03_VC201_1,HC03_VC202_4,HC03_VC203_3,HC03_VC204_1,HC03_VC205_2,HC03_VC206_4,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
159,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_3,HC03_VC187_1,HC03_VC188_3,HC03_VC189_3,HC03_VC190_3,HC03_VC191_2,HC03_VC192_2,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_3,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_3,HC03_VC202_3,HC03_VC203_1,HC03_VC204_1,HC03_VC205_3,HC03_VC206_2,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
160,mid,HC03_VC182_2,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_2,HC03_VC187_2,HC03_VC188_3,HC03_VC189_1,HC03_VC190_1,HC03_VC191_1,HC03_VC192_2,HC03_VC193_2,HC03_VC194_1,HC03_VC195_1,HC03_VC196_2,HC03_VC197_3,HC03_VC198_1,HC03_VC199_2,HC03_VC200_2,HC03_VC201_3,HC03_VC202_2,HC03_VC203_1,HC03_VC204_3,HC03_VC205_1,HC03_VC206_1,HC03_VC207_1,HC03_VC208_2,HC03_VC209_1
161,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_1,HC03_VC187_3,HC03_VC188_1,HC03_VC189_3,HC03_VC190_3,HC03_VC191_4,HC03_VC192_3,HC03_VC193_2,HC03_VC194_3,HC03_VC195_3,HC03_VC196_3,HC03_VC197_1,HC03_VC198_3,HC03_VC199_2,HC03_VC200_2,HC03_VC201_3,HC03_VC202_1,HC03_VC203_2,HC03_VC204_3,HC03_VC205_2,HC03_VC206_1,HC03_VC207_2,HC03_VC208_1,HC03_VC209_2
162,mid,HC03_VC182_1,HC03_VC183_1,HC03_VC184_2,HC03_VC185_3,HC03_VC186_3,HC03_VC187_3,HC03_VC188_3,HC03_VC189_4,HC03_VC190_2,HC03_VC191_4,HC03_VC192_2,HC03_VC193_2,HC03_VC194_4,HC03_VC195_2,HC03_VC196_2,HC03_VC197_3,HC03_VC198_2,HC03_VC199_2,HC03_VC200_3,HC03_VC201_3,HC03_VC202_4,HC03_VC203_3,HC03_VC204_2,HC03_VC205_4,HC03_VC206_2,HC03_VC207_3,HC03_VC208_4,HC03_VC209_1
163,mid,HC03_VC182_4,HC03_VC183_3,HC03_VC184_1,HC03_VC185_2,HC03_VC186_3,HC03_VC187_1,HC03_VC188_1,HC03_VC189_2,HC03_VC190_3,HC03_VC191_2,HC03_VC192_2,HC03_VC193_3,HC03_VC194_3,HC03_VC195_2,HC03_VC196_2,HC03_VC197_2,HC03_VC198_2,HC03_VC199_2,HC03_VC200_3,HC03_VC201_2,HC03_VC202_3,HC03_VC203_3,HC03_VC204_3,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_1,HC03_VC209_2
164,mid,HC03_VC182_2,HC03_VC183_2,HC03_VC184_2,HC03_VC185_1,HC03_VC186_2,HC03_VC187_1,HC03_VC188_2,HC03_VC189_2,HC03_VC190_3,HC03_VC191_2,HC03_VC192_2,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_2,HC03_VC197_2,HC03_VC198_1,HC03_VC199_2,HC03_VC200_2,HC03_VC201_1,HC03_VC202_3,HC03_VC203_2,HC03_VC204_3,HC03_VC205_1,HC03_VC206_2,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
165,mid,HC03_VC182_3,HC03_VC183_4,HC03_VC184_2,HC03_VC185_3,HC03_VC186_1,HC03_VC187_4,HC03_VC188_1,HC03_VC189_1,HC03_VC190_1,HC03_VC191_3,HC03_VC192_2,HC03_VC193_4,HC03_VC194_3,HC03_VC195_2,HC03_VC196_1,HC03_VC197_3,HC03_VC198_3,HC03_VC199_2,HC03_VC200_1,HC03_VC201_1,HC03_VC202_2,HC03_VC203_3,HC03_VC204_1,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_1,HC03_VC209_2
166,mid,HC03_VC182_1,HC03_VC183_1,HC03_VC184_2,HC03_VC185_3,HC03_VC186_3,HC03_VC187_3,HC03_VC188_2,HC03_VC189_2,HC03_VC190_2,HC03_VC191_3,HC03_VC192_2,HC03_VC193_3,HC03_VC194_3,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_4,HC03_VC199_2,HC03_VC200_3,HC03_VC201_3,HC03_VC202_3,HC03_VC203_3,HC03_VC204_2,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
167,mid,HC03_VC182_4,HC03_VC183_2,HC03_VC184_3,HC03_VC185_3,HC03_VC186_1,HC03_VC187_2,HC03_VC188_1,HC03_VC189_4,HC03_VC190_4,HC03_VC191_3,HC03_VC192_3,HC03_VC193_2,HC03_VC194_1,HC03_VC195_3,HC03_VC196_3,HC03_VC197_3,HC03_VC198_4,HC03_VC199_2,HC03_VC200_2,HC03_VC201_3,HC03_VC202_2,HC03_VC203_3,HC03_VC204_3,HC03_VC205_4,HC03_VC206_1,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
168,mid,HC03_VC182_2,HC03_VC183_3,HC03_VC184_1,HC03_VC185_2,HC03_VC186_1,HC03_VC187_3,HC03_VC188_1,HC03_VC189_1,HC03_VC190_1,HC03_VC191_3,HC03_VC192_1,HC03_VC193_2,HC03_VC194_4,HC03_VC195_1,HC03_VC196_1,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_1,HC03_VC201_1,HC03_VC202_1,HC03_VC203_2,HC03_VC204_1,HC03_VC205_1,HC03_VC206_2,HC03_VC207_1,HC03_VC208_1,HC03_VC209_1
169,mid,HC03_VC182_2,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_1,HC03_VC187_4,HC03_VC188_3,HC03_VC189_4,HC03_VC190_3,HC03_VC191_3,HC03_VC192_3,HC03_VC193_3,HC03_VC194_2,HC03_VC195_3,HC03_VC196_3,HC03_VC197_1,HC03_VC198_2,HC03_VC199_2,HC03_VC200_3,HC03_VC201_2,HC03_VC202_1,HC03_VC203_3,HC03_VC204_2,HC03_VC205_3,HC03_VC206_3,HC03_VC207_2,HC03_VC208_2,HC03_VC209_2
170,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_2,HC03_VC186_3,HC03_VC187_4,HC03_VC188_2,HC03_VC189_2,HC03_VC190_1,HC03_VC191_3,HC03_VC192_3,HC03_VC193_4,HC03_VC194_2,HC03_VC195_4,HC03_VC196_3,HC03_VC197_2,HC03_VC198_3,HC03_VC199_2,HC03_VC200_3,HC03_VC201_2,HC03_VC202_1,HC03_VC203_2,HC03_VC204_3,HC03_VC205_4,HC03_VC206_4,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
171,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_2,HC03_VC186_1,HC03_VC187_4,HC03_VC188_1,HC03_VC189_3,HC03_VC190_1,HC03_VC191_4,HC03_VC192_3,HC03_VC193_3,HC03_VC194_4,HC03_VC195_3,HC03_VC196_1,HC03_VC197_1,HC03_VC198_4,HC03_VC199_2,HC03_VC200_2,HC03_VC201_2,HC03_VC202_3,HC03_VC203_3,HC03_VC204_2,HC03_VC205_1,HC03_VC206_4,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
172,mid,HC03_VC182_2,HC03_VC183_3,HC03_VC184_2,HC03_VC185_1,HC03_VC186_2,HC03_VC187_1,HC03_VC188_3,HC03_VC189_1,HC03_VC190_2,HC03_VC191_1,HC03_VC192_3,HC03_VC193_2,HC03_VC194_2,HC03_VC195_2,HC03_VC196_3,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_1,HC03_VC201_3,HC03_VC202_1,HC03_VC203_2,HC03_VC204_3,HC03_VC205_2,HC03_VC206_1,HC03_VC207_1,HC03_VC208_2,HC03_VC209_2
173,mid,HC03_VC182_1,HC03_VC183_2,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_2,HC03_VC188_3,HC03_VC189_1,HC03_VC190_1,HC03_VC191_2,HC03_VC192_2,HC03_VC193_1,HC03_VC194_3,HC03_VC195_2,HC03_VC196_1,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_2,HC03_VC202_1,HC03_VC203_2,HC03_VC204_2,HC03_VC205_1,HC03_VC206_1,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
174,mid,HC03_VC182_2,HC03_VC183_3,HC03_VC184_2,HC03_VC185_2,HC03_VC186_2,HC03_VC187_2,HC03_VC188_2,HC03_VC189_2,HC03_VC190_2,HC03_VC191_1,HC03_VC192_3,HC03_VC193_2,HC03_VC194_1,HC03_VC195_2,HC03_VC196_3,HC03_VC197_2,HC03_VC198_2,HC03_VC199_2,HC03_VC200_2,HC03_VC201_2,HC03_VC202_2,HC03_VC203_2,HC03_VC204_3,HC03_VC205_3,HC03_VC206_2,HC03_VC207_2,HC03_VC208_1,HC03_VC209_2
175,mid,HC03_VC182_1,HC03_VC183_2,HC03_VC184_2,HC03_VC185_2,HC03_VC186_2,HC03_VC187_3,HC03_VC188_3,HC03_VC189_3,HC03_VC190_3,HC03_VC191_3,HC03_VC192_3,HC03_VC193_2,HC03_VC194_4,HC03_VC195_2,HC03_VC196_2,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_3,HC03_VC201_3,HC03_VC202_3,HC03_VC203_3,HC03_VC204_1,HC03_VC205_2,HC03_VC206_2,HC03_VC207_3,HC03_VC208_4,HC03_VC209_1
176,mid,HC03_VC182_1,HC03_VC183_2,HC03_VC184_1,HC03_VC185_2,HC03_VC186_1,HC03_VC187_3,HC03_VC188_2,HC03_VC189_1,HC03_VC190_1,HC03_VC191_3,HC03_VC192_2,HC03_VC193_4,HC03_VC194_3,HC03_VC195_2,HC03_VC196_2,HC03_VC197_1,HC03_VC198_2,HC03_VC199_2,HC03_VC200_3,HC03_VC201_3,HC03_VC202_2,HC03_VC203_3,HC03_VC204_1,HC03_VC205_3,HC03_VC206_2,HC03_VC207_2,HC03_VC208_3,HC03_VC209_1
177,mid,HC03_VC182_2,HC03_VC183_2,HC03_VC184_2,HC03_VC185_3,HC03_VC186_2,HC03_VC187_3,HC03_VC188_2,HC03_VC189_1,HC03_VC190_1,HC03_VC191_3,HC03_VC192_3,HC03_VC193_3,HC03_VC194_2,HC03_VC195_3,HC03_VC196_2,HC03_VC197_2,HC03_VC198_2,HC03_VC199_2,HC03_VC200_3,HC03_VC201_2,HC03_VC202_1,HC03_VC203_2,HC03_VC204_2,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_2,HC03_VC209_2
178,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_2,HC03_VC185_2,HC03_VC186_2,HC03_VC187_1,HC03_VC188_4,HC03_VC189_2,HC03_VC190_2,HC03_VC191_1,HC03_VC192_3,HC03_VC193_2,HC03_VC194_2,HC03_VC195_1,HC03_VC196_2,HC03_VC197_2,HC03_VC198_1,HC03_VC199_2,HC03_VC200_2,HC03_VC201_4,HC03_VC202_3,HC03_VC203_1,HC03_VC204_2,HC03_VC205_1,HC03_VC206_2,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
179,mid,HC03_VC182_2,HC03_VC183_3,HC03_VC184_3,HC03_VC185_3,HC03_VC186_1,HC03_VC187_1,HC03_VC188_3,HC03_VC189_3,HC03_VC190_2,HC03_VC191_2,HC03_VC192_2,HC03_VC193_1,HC03_VC194_2,HC03_VC195_2,HC03_VC196_3,HC03_VC197_3,HC03_VC198_3,HC03_VC199_2,HC03_VC200_3,HC03_VC201_4,HC03_VC202_4,HC03_VC203_2,HC03_VC204_3,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_1,HC03_VC209_2
180,mid,HC03_VC182_2,HC03_VC183_2,HC03_VC184_3,HC03_VC185_2,HC03_VC186_1,HC03_VC187_3,HC03_VC188_2,HC03_VC189_3,HC03_VC190_1,HC03_VC191_3,HC03_VC192_3,HC03_VC193_2,HC03_VC194_2,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_3,HC03_VC199_2,HC03_VC200_2,HC03_VC201_1,HC03_VC202_1,HC03_VC203_3,HC03_VC204_2,HC03_VC205_2,HC03_VC206_3,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
181,mid,HC03_VC182_2,HC03_VC183_2,HC03_VC184_2,HC03_VC185_3,HC03_VC186_3,HC03_VC187_3,HC03_VC188_3,HC03_VC189_3,HC03_VC190_3,HC03_VC191_3,HC03_VC192_3,HC03_VC193_4,HC03_VC194_2,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_4,HC03_VC199_1,HC03_VC200_3,HC03_VC201_2,HC03_VC202_3,HC03_VC203_3,HC03_VC204_3,HC03_VC205_3,HC03_VC206_3,HC03_VC207_2,HC03_VC208_3,HC03_VC209_2
182,mid,HC03_VC182_1,HC03_VC183_3,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_3,HC03_VC188_1,HC03_VC189_1,HC03_VC190_1,HC03_VC191_3,HC03_VC192_1,HC03_VC193_1,HC03_VC194_2,HC03_VC195_1,HC03_VC196_2,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_2,HC03_VC202_1,HC03_VC203_2,HC03_VC204_2,HC03_VC205_1,HC03_VC206_3,HC03_VC207_1,HC03_VC208_2,HC03_VC209_1
183,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_4,HC03_VC188_2,HC03_VC189_4,HC03_VC190_3,HC03_VC191_4,HC03_VC192_3,HC03_VC193_4,HC03_VC194_1,HC03_VC195_4,HC03_VC196_3,HC03_VC197_4,HC03_VC198_4,HC03_VC199_2,HC03_VC200_4,HC03_VC201_2,HC03_VC202_2,HC03_VC203_3,HC03_VC204_3,HC03_VC205_3,HC03_VC206_4,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
184,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_1,HC03_VC187_4,HC03_VC188_3,HC03_VC189_4,HC03_VC190_3,HC03_VC191_4,HC03_VC192_3,HC03_VC193_3,HC03_VC194_4,HC03_VC195_4,HC03_VC196_3,HC03_VC197_1,HC03_VC198_4,HC03_VC199_2,HC03_VC200_4,HC03_VC201_4,HC03_VC202_4,HC03_VC203_3,HC03_VC204_3,HC03_VC205_4,HC03_VC206_3,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
185,mid,HC03_VC182_1,HC03_VC183_3,HC03_VC184_1,HC03_VC185_2,HC03_VC186_2,HC03_VC187_1,HC03_VC188_2,HC03_VC189_1,HC03_VC190_2,HC03_VC191_1,HC03_VC192_2,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_2,HC03_VC197_1,HC03_VC198_2,HC03_VC199_2,HC03_VC200_2,HC03_VC201_3,HC03_VC202_2,HC03_VC203_2,HC03_VC204_1,HC03_VC205_2,HC03_VC206_1,HC03_VC207_1,HC03_VC208_1,HC03_VC209_1
186,mid,HC03_VC182_2,HC03_VC183_2,HC03_VC184_1,HC03_VC185_2,HC03_VC186_2,HC03_VC187_1,HC03_VC188_1,HC03_VC189_2,HC03_VC190_1,HC03_VC191_1,HC03_VC192_1,HC03_VC193_1,HC03_VC194_2,HC03_VC195_2,HC03_VC196_3,HC03_VC197_1,HC03_VC198_3,HC03_VC199_2,HC03_VC200_2,HC03_VC201_3,HC03_VC202_1,HC03_VC203_3,HC03_VC204_3,HC03_VC205_2,HC03_VC206_1,HC03_VC207_2,HC03_VC208_1,HC03_VC209_2
187,mid,HC03_VC182_3,HC03_VC183_3,HC03_VC184_3,HC03_VC185_1,HC03_VC186_1,HC03_VC187_3,HC03_VC188_1,HC03_VC189_3,HC03_VC190_4,HC03_VC191_3,HC03_VC192_1,HC03_VC193_2,HC03_VC194_3,HC03_VC195_1,HC03_VC196_2,HC03_VC197_1,HC03_VC198_1,HC03_VC199_1,HC03_VC200_3,HC03_VC201_1,HC03_VC202_1,HC03_VC203_1,HC03_VC204_1,HC03_VC205_1,HC03_VC206_2,HC03_VC207_2,HC03_VC208_1,HC03_VC209_1
188,mid,HC03_VC182_1,HC03_VC183_3,HC03_VC184_1,HC03_VC185_3,HC03_VC186_2,HC03_VC187_4,HC03_VC188_4,HC03_VC189_4,HC03_VC190_2,HC03_VC191_4,HC03_VC192_2,HC03_VC193_2,HC03_VC194_4,HC03_VC195_2,HC03_VC196_3,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_3,HC03_VC202_3,HC03_VC203_2,HC03_VC204_1,HC03_VC205_2,HC03_VC206_3,HC03_VC207_2,HC03_VC208_3,HC03_VC209_1
189,mid,HC03_VC182_3,HC03_VC183_2,HC03_VC184_1,HC03_VC185_2,HC03_VC186_1,HC03_VC187_3,HC03_VC188_2,HC03_VC189_3,HC03_VC190_3,HC03_VC191_2,HC03_VC192_3,HC03_VC193_4,HC03_VC194_2,HC03_VC195_4,HC03_VC196_3,HC03_VC197_4,HC03_VC198_3,HC03_VC199_1,HC03_VC200_3,HC03_VC201_1,HC03_VC202_3,HC03_VC203_3,HC03_VC204_2,HC03_VC205_4,HC03_VC206_3,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
190,mid,HC03_VC182_1,HC03_VC183_3,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_2,HC03_VC188_2,HC03_VC189_2,HC03_VC190_1,HC03_VC191_2,HC03_VC192_2,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_2,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_3,HC03_VC202_2,HC03_VC203_1,HC03_VC204_2,HC03_VC205_1,HC03_VC206_1,HC03_VC207_2,HC03_VC208_1,HC03_VC209_2
