,drug,HC03_VC166,HC03_VC167,HC03_VC168,HC03_VC170,HC03_VC171,HC03_VC172,HC03_VC173,HC03_VC174,HC03_VC175,HC03_VC176,HC03_VC177,HC03_VC178
333,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
334,mid,HC03_VC166_1,HC03_VC167_1,HC03_VC168_3,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_3,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
335,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_1,HC03_VC177_3,HC03_VC178_2
336,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_1
337,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_1
338,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
339,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
340,mid,HC03_VC166_1,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_2,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
341,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
342,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
343,mid,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_4,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
344,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
345,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_4,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
346,low,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_4,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
347,low,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
348,low,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
349,low,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_4,HC03_VC171_2,HC03_VC172_3,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
350,low,HC03_VC166_4,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
351,low,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_3,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
352,low,HC03_VC166_2,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_3,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
353,low,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
354,low,HC03_VC166_2,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
355,low,HC03_VC166_2,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
356,low,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
357,low,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_4,HC03_VC171_3,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
358,low,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
359,low,HC03_VC166_2,HC03_VC167_3,HC03_VC168_1,HC03_VC170_2,HC03_VC171_1,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_3,HC03_VC176_2,HC03_VC177_1,HC03_VC178_2
360,low,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
361,low,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
362,low,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
363,low,HC03_VC166_2,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_3,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
364,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_3,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
365,low,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
366,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_2,HC03_VC171_3,HC03_VC172_2,HC03_VC173_3,HC03_VC174_1,HC03_VC175_4,HC03_VC176_3,HC03_VC177_1,HC03_VC178_2
367,low,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_4,HC03_VC174_4,HC03_VC175_2,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
368,low,HC03_VC166_4,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
369,low,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_2,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
370,low,HC03_VC166_1,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
371,low,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_1,HC03_VC172_1,HC03_VC173_3,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
372,low,HC03_VC166_2,HC03_VC167_3,HC03_VC168_1,HC03_VC170_2,HC03_VC171_1,HC03_VC172_1,HC03_VC173_3,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
373,low,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_2,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_1,HC03_VC178_1
374,low,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
375,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_4,HC03_VC172_3,HC03_VC173_3,HC03_VC174_2,HC03_VC175_4,HC03_VC176_3,HC03_VC177_1,HC03_VC178_1
376,low,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
377,low,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
378,low,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
379,low,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
380,low,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
381,low,HC03_VC166_2,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
382,low,HC03_VC166_4,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_3,HC03_VC175_1,HC03_VC176_3,HC03_VC177_1,HC03_VC178_1
383,low,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_3,HC03_VC177_1,HC03_VC178_2
384,low,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_2,HC03_VC171_1,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
385,low,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_4,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
386,low,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_3,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
387,low,HC03_VC166_4,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_3,HC03_VC178_2
388,low,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
389,low,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_4,HC03_VC172_2,HC03_VC173_2,HC03_VC174_3,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
390,low,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_3,HC03_VC173_2,HC03_VC174_1,HC03_VC175_2,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
391,low,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_3,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
392,low,HC03_VC166_2,HC03_VC167_1,HC03_VC168_3,HC03_VC170_4,HC03_VC171_3,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
393,low,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_2,HC03_VC171_3,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
394,low,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_3,HC03_VC172_4,HC03_VC173_4,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
395,low,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_3,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
396,low,HC03_VC166_3,HC03_VC167_4,HC03_VC168_1,HC03_VC170_2,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_2,HC03_VC175_2,HC03_VC176_3,HC03_VC177_1,HC03_VC178_1
397,low,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
398,low,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_4,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
399,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
400,low,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_4,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
401,low,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_4,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
402,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
403,low,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
404,low,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
405,low,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_3,HC03_VC172_2,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_1,HC03_VC178_1
406,low,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_3,HC03_VC174_2,HC03_VC175_2,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
407,low,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
408,low,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
409,low,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
410,low,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
411,low,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_1,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
412,low,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
413,low,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_1,HC03_VC172_1,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
414,low,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
415,low,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_4,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
416,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_4,HC03_VC172_3,HC03_VC173_4,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
417,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_3,HC03_VC174_4,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
418,low,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
419,low,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
420,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
421,low,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_1,HC03_VC172_1,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
422,low,HC03_VC166_3,HC03_VC167_1,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_1,HC03_VC177_3,HC03_VC178_2
423,low,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_3,HC03_VC172_4,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
424,low,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_1,HC03_VC172_2,HC03_VC173_2,HC03_VC174_3,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
425,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_3,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
426,low,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
427,low,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
428,low,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_1,HC03_VC176_1,HC03_VC177_3,HC03_VC178_2
429,low,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
430,low,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
431,low,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
432,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_3,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
433,low,HC03_VC166_3,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
434,low,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_3,HC03_VC172_2,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
435,low,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_4,HC03_VC171_3,HC03_VC172_4,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
436,low,HC03_VC166_2,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
437,low,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_1,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
438,low,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
439,low,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_2,HC03_VC174_2,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
440,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_3,HC03_VC174_1,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
441,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_3,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
442,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
443,low,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
