,drug,HC03_VC35,HC03_VC36,HC03_VC37,HC03_VC38,HC03_VC39,HC03_VC40,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC46,HC03_VC47
333,mid,HC03_VC35_4,HC03_VC36_3,HC03_VC37_3,HC03_VC38_3,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_2,HC03_VC44_3,HC03_VC45_3,HC03_VC46_3,HC03_VC47_1
334,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_3,HC03_VC39_2,HC03_VC40_2,HC03_VC42_1,HC03_VC43_3,HC03_VC44_3,HC03_VC45_3,HC03_VC46_1,HC03_VC47_2
335,mid,HC03_VC35_3,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_1,HC03_VC40_1,HC03_VC42_3,HC03_VC43_3,HC03_VC44_3,HC03_VC45_1,HC03_VC46_3,HC03_VC47_1
336,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_4,HC03_VC40_3,HC03_VC42_2,HC03_VC43_2,HC03_VC44_1,HC03_VC45_2,HC03_VC46_4,HC03_VC47_2
337,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_1,HC03_VC38_3,HC03_VC39_3,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_2,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
338,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_1,HC03_VC39_4,HC03_VC40_1,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_3
339,mid,HC03_VC35_2,HC03_VC36_2,HC03_VC37_2,HC03_VC38_3,HC03_VC39_2,HC03_VC40_3,HC03_VC42_2,HC03_VC43_2,HC03_VC44_2,HC03_VC45_3,HC03_VC46_2,HC03_VC47_4
340,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_2,HC03_VC39_4,HC03_VC40_2,HC03_VC42_1,HC03_VC43_3,HC03_VC44_2,HC03_VC45_3,HC03_VC46_3,HC03_VC47_2
341,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_2,HC03_VC38_3,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
342,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_2,HC03_VC38_2,HC03_VC39_3,HC03_VC40_3,HC03_VC42_1,HC03_VC43_2,HC03_VC44_3,HC03_VC45_2,HC03_VC46_2,HC03_VC47_3
343,mid,HC03_VC35_2,HC03_VC36_2,HC03_VC37_1,HC03_VC38_4,HC03_VC39_4,HC03_VC40_4,HC03_VC42_2,HC03_VC43_1,HC03_VC44_1,HC03_VC45_4,HC03_VC46_4,HC03_VC47_4
344,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_4,HC03_VC47_2
345,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_3,HC03_VC38_1,HC03_VC39_1,HC03_VC40_2,HC03_VC42_2,HC03_VC43_2,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_2
346,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_1,HC03_VC39_1,HC03_VC40_3,HC03_VC42_2,HC03_VC43_2,HC03_VC44_2,HC03_VC45_3,HC03_VC46_1,HC03_VC47_4
347,low,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_3,HC03_VC40_3,HC03_VC42_2,HC03_VC43_4,HC03_VC44_1,HC03_VC45_3,HC03_VC46_2,HC03_VC47_3
348,low,HC03_VC35_2,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_1,HC03_VC40_3,HC03_VC42_2,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_3,HC03_VC47_3
349,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_3,HC03_VC39_4,HC03_VC40_4,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_1,HC03_VC46_4,HC03_VC47_3
350,low,HC03_VC35_4,HC03_VC36_1,HC03_VC37_4,HC03_VC38_4,HC03_VC39_4,HC03_VC40_4,HC03_VC42_3,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_4,HC03_VC47_4
351,low,HC03_VC35_4,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_2,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_3,HC03_VC45_1,HC03_VC46_2,HC03_VC47_3
352,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_1,HC03_VC38_4,HC03_VC39_3,HC03_VC40_3,HC03_VC42_2,HC03_VC43_3,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_3
353,low,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_1,HC03_VC39_4,HC03_VC40_3,HC03_VC42_2,HC03_VC43_2,HC03_VC44_2,HC03_VC45_3,HC03_VC46_4,HC03_VC47_1
354,low,HC03_VC35_2,HC03_VC36_2,HC03_VC37_4,HC03_VC38_2,HC03_VC39_2,HC03_VC40_1,HC03_VC42_2,HC03_VC43_2,HC03_VC44_3,HC03_VC45_3,HC03_VC46_1,HC03_VC47_2
355,low,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_1,HC03_VC40_3,HC03_VC42_2,HC03_VC43_3,HC03_VC44_2,HC03_VC45_3,HC03_VC46_2,HC03_VC47_2
356,low,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_3,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
357,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_3,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_2,HC03_VC47_2
358,low,HC03_VC35_1,HC03_VC36_2,HC03_VC37_2,HC03_VC38_1,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_3,HC03_VC45_1,HC03_VC46_3,HC03_VC47_3
359,low,HC03_VC35_2,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_2,HC03_VC40_2,HC03_VC42_2,HC03_VC43_2,HC03_VC44_2,HC03_VC45_4,HC03_VC46_2,HC03_VC47_3
360,low,HC03_VC35_2,HC03_VC36_4,HC03_VC37_2,HC03_VC38_1,HC03_VC39_2,HC03_VC40_3,HC03_VC42_2,HC03_VC43_3,HC03_VC44_2,HC03_VC45_1,HC03_VC46_2,HC03_VC47_3
361,low,HC03_VC35_1,HC03_VC36_3,HC03_VC37_1,HC03_VC38_2,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
362,low,HC03_VC35_1,HC03_VC36_1,HC03_VC37_3,HC03_VC38_2,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_3,HC03_VC45_3,HC03_VC46_4,HC03_VC47_3
363,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_2,HC03_VC39_2,HC03_VC40_3,HC03_VC42_2,HC03_VC43_2,HC03_VC44_3,HC03_VC45_3,HC03_VC46_2,HC03_VC47_1
364,low,HC03_VC35_4,HC03_VC36_1,HC03_VC37_3,HC03_VC38_3,HC03_VC39_1,HC03_VC40_4,HC03_VC42_4,HC03_VC43_1,HC03_VC44_3,HC03_VC45_4,HC03_VC46_1,HC03_VC47_4
365,low,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_2,HC03_VC40_2,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_2,HC03_VC47_1
366,low,HC03_VC35_4,HC03_VC36_3,HC03_VC37_2,HC03_VC38_1,HC03_VC39_1,HC03_VC40_3,HC03_VC42_4,HC03_VC43_3,HC03_VC44_2,HC03_VC45_1,HC03_VC46_3,HC03_VC47_3
367,low,HC03_VC35_4,HC03_VC36_3,HC03_VC37_2,HC03_VC38_2,HC03_VC39_1,HC03_VC40_3,HC03_VC42_4,HC03_VC43_3,HC03_VC44_3,HC03_VC45_4,HC03_VC46_2,HC03_VC47_1
368,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_2,HC03_VC40_4,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
369,low,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_2,HC03_VC40_2,HC03_VC42_1,HC03_VC43_3,HC03_VC44_2,HC03_VC45_3,HC03_VC46_1,HC03_VC47_3
370,low,HC03_VC35_1,HC03_VC36_3,HC03_VC37_3,HC03_VC38_3,HC03_VC39_2,HC03_VC40_1,HC03_VC42_1,HC03_VC43_2,HC03_VC44_3,HC03_VC45_2,HC03_VC46_3,HC03_VC47_1
371,low,HC03_VC35_2,HC03_VC36_1,HC03_VC37_3,HC03_VC38_4,HC03_VC39_3,HC03_VC40_4,HC03_VC42_2,HC03_VC43_1,HC03_VC44_4,HC03_VC45_3,HC03_VC46_3,HC03_VC47_4
372,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_4,HC03_VC39_2,HC03_VC40_3,HC03_VC42_2,HC03_VC43_2,HC03_VC44_2,HC03_VC45_4,HC03_VC46_3,HC03_VC47_2
373,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_1,HC03_VC40_2,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_2,HC03_VC47_3
374,low,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_4,HC03_VC40_1,HC03_VC42_3,HC03_VC43_4,HC03_VC44_3,HC03_VC45_1,HC03_VC46_1,HC03_VC47_2
375,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_2,HC03_VC38_2,HC03_VC39_3,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_3,HC03_VC45_1,HC03_VC46_2,HC03_VC47_2
376,low,HC03_VC35_1,HC03_VC36_1,HC03_VC37_3,HC03_VC38_4,HC03_VC39_2,HC03_VC40_3,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_3,HC03_VC46_3,HC03_VC47_2
377,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_3,HC03_VC38_1,HC03_VC39_2,HC03_VC40_3,HC03_VC42_2,HC03_VC43_2,HC03_VC44_3,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
378,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_1,HC03_VC39_3,HC03_VC40_4,HC03_VC42_2,HC03_VC43_2,HC03_VC44_2,HC03_VC45_2,HC03_VC46_4,HC03_VC47_2
379,low,HC03_VC35_1,HC03_VC36_2,HC03_VC37_1,HC03_VC38_2,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_2
380,low,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_4,HC03_VC40_3,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_4,HC03_VC47_1
381,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_3,HC03_VC38_2,HC03_VC39_1,HC03_VC40_1,HC03_VC42_2,HC03_VC43_2,HC03_VC44_4,HC03_VC45_2,HC03_VC46_1,HC03_VC47_1
382,low,HC03_VC35_4,HC03_VC36_3,HC03_VC37_1,HC03_VC38_3,HC03_VC39_3,HC03_VC40_3,HC03_VC42_4,HC03_VC43_2,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_4
383,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_2,HC03_VC40_3,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_4,HC03_VC47_3
384,low,HC03_VC35_2,HC03_VC36_2,HC03_VC37_2,HC03_VC38_4,HC03_VC39_4,HC03_VC40_3,HC03_VC42_2,HC03_VC43_1,HC03_VC44_2,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
385,low,HC03_VC35_4,HC03_VC36_3,HC03_VC37_3,HC03_VC38_4,HC03_VC39_3,HC03_VC40_1,HC03_VC42_4,HC03_VC43_1,HC03_VC44_4,HC03_VC45_4,HC03_VC46_2,HC03_VC47_1
386,low,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_3,HC03_VC39_4,HC03_VC40_1,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_3,HC03_VC46_2,HC03_VC47_1
387,low,HC03_VC35_4,HC03_VC36_1,HC03_VC37_4,HC03_VC38_4,HC03_VC39_4,HC03_VC40_4,HC03_VC42_4,HC03_VC43_1,HC03_VC44_4,HC03_VC45_4,HC03_VC46_1,HC03_VC47_4
388,low,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_2,HC03_VC40_3,HC03_VC42_1,HC03_VC43_3,HC03_VC44_2,HC03_VC45_4,HC03_VC46_1,HC03_VC47_4
389,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_2,HC03_VC40_2,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_4
390,low,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_3,HC03_VC39_4,HC03_VC40_4,HC03_VC42_2,HC03_VC43_3,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
391,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_3,HC03_VC39_4,HC03_VC40_3,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_3
392,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_1,HC03_VC38_4,HC03_VC39_2,HC03_VC40_3,HC03_VC42_2,HC03_VC43_3,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_2
393,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_2,HC03_VC39_2,HC03_VC40_2,HC03_VC42_2,HC03_VC43_2,HC03_VC44_3,HC03_VC45_2,HC03_VC46_2,HC03_VC47_2
394,low,HC03_VC35_3,HC03_VC36_1,HC03_VC37_4,HC03_VC38_3,HC03_VC39_1,HC03_VC40_1,HC03_VC42_3,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_1,HC03_VC47_1
395,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_1,HC03_VC38_4,HC03_VC39_3,HC03_VC40_4,HC03_VC42_2,HC03_VC43_3,HC03_VC44_1,HC03_VC45_4,HC03_VC46_4,HC03_VC47_4
396,low,HC03_VC35_3,HC03_VC36_2,HC03_VC37_2,HC03_VC38_1,HC03_VC39_4,HC03_VC40_4,HC03_VC42_3,HC03_VC43_3,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
397,low,HC03_VC35_3,HC03_VC36_4,HC03_VC37_2,HC03_VC38_3,HC03_VC39_1,HC03_VC40_1,HC03_VC42_3,HC03_VC43_3,HC03_VC44_2,HC03_VC45_3,HC03_VC46_4,HC03_VC47_1
398,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_1,HC03_VC40_4,HC03_VC42_4,HC03_VC43_4,HC03_VC44_3,HC03_VC45_4,HC03_VC46_1,HC03_VC47_4
399,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_4,HC03_VC40_4,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_4,HC03_VC47_1
400,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_4,HC03_VC39_1,HC03_VC40_2,HC03_VC42_2,HC03_VC43_2,HC03_VC44_3,HC03_VC45_4,HC03_VC46_2,HC03_VC47_1
401,low,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_1,HC03_VC40_2,HC03_VC42_3,HC03_VC43_3,HC03_VC44_1,HC03_VC45_3,HC03_VC46_2,HC03_VC47_4
402,low,HC03_VC35_4,HC03_VC36_1,HC03_VC37_4,HC03_VC38_4,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_4,HC03_VC45_2,HC03_VC46_1,HC03_VC47_1
403,low,HC03_VC35_2,HC03_VC36_1,HC03_VC37_3,HC03_VC38_3,HC03_VC39_2,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_3,HC03_VC46_3,HC03_VC47_3
404,low,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_2,HC03_VC40_4,HC03_VC42_3,HC03_VC43_2,HC03_VC44_2,HC03_VC45_1,HC03_VC46_4,HC03_VC47_2
405,low,HC03_VC35_4,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_1,HC03_VC40_2,HC03_VC42_4,HC03_VC43_1,HC03_VC44_4,HC03_VC45_1,HC03_VC46_3,HC03_VC47_3
406,low,HC03_VC35_3,HC03_VC36_3,HC03_VC37_3,HC03_VC38_2,HC03_VC39_1,HC03_VC40_1,HC03_VC42_3,HC03_VC43_3,HC03_VC44_1,HC03_VC45_1,HC03_VC46_4,HC03_VC47_3
407,low,HC03_VC35_3,HC03_VC36_2,HC03_VC37_2,HC03_VC38_4,HC03_VC39_4,HC03_VC40_3,HC03_VC42_3,HC03_VC43_2,HC03_VC44_2,HC03_VC45_4,HC03_VC46_3,HC03_VC47_2
408,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_4,HC03_VC39_4,HC03_VC40_2,HC03_VC42_2,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_4,HC03_VC47_4
409,low,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_2,HC03_VC39_1,HC03_VC40_3,HC03_VC42_1,HC03_VC43_3,HC03_VC44_3,HC03_VC45_1,HC03_VC46_1,HC03_VC47_2
410,low,HC03_VC35_1,HC03_VC36_2,HC03_VC37_1,HC03_VC38_2,HC03_VC39_3,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
411,low,HC03_VC35_3,HC03_VC36_3,HC03_VC37_1,HC03_VC38_1,HC03_VC39_3,HC03_VC40_4,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_3,HC03_VC46_3,HC03_VC47_4
412,low,HC03_VC35_2,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_4,HC03_VC40_4,HC03_VC42_2,HC03_VC43_1,HC03_VC44_3,HC03_VC45_2,HC03_VC46_3,HC03_VC47_4
413,low,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_4,HC03_VC40_3,HC03_VC42_2,HC03_VC43_3,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_3
414,low,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_3,HC03_VC40_2,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_2,HC03_VC47_3
415,low,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_2,HC03_VC40_4,HC03_VC42_3,HC03_VC43_3,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_4
416,low,HC03_VC35_4,HC03_VC36_3,HC03_VC37_2,HC03_VC38_4,HC03_VC39_2,HC03_VC40_1,HC03_VC42_4,HC03_VC43_4,HC03_VC44_2,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
417,low,HC03_VC35_4,HC03_VC36_3,HC03_VC37_3,HC03_VC38_2,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_2,HC03_VC45_2,HC03_VC46_1,HC03_VC47_4
418,low,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_2,HC03_VC39_3,HC03_VC40_2,HC03_VC42_1,HC03_VC43_2,HC03_VC44_4,HC03_VC45_2,HC03_VC46_2,HC03_VC47_1
419,low,HC03_VC35_1,HC03_VC36_2,HC03_VC37_2,HC03_VC38_2,HC03_VC39_3,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_2,HC03_VC45_3,HC03_VC46_3,HC03_VC47_4
420,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_1,HC03_VC39_1,HC03_VC40_4,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_1,HC03_VC47_4
421,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_2,HC03_VC38_4,HC03_VC39_3,HC03_VC40_1,HC03_VC42_4,HC03_VC43_4,HC03_VC44_3,HC03_VC45_3,HC03_VC46_2,HC03_VC47_1
422,low,HC03_VC35_3,HC03_VC36_1,HC03_VC37_3,HC03_VC38_2,HC03_VC39_1,HC03_VC40_4,HC03_VC42_3,HC03_VC43_3,HC03_VC44_1,HC03_VC45_4,HC03_VC46_2,HC03_VC47_3
423,low,HC03_VC35_1,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_3,HC03_VC40_4,HC03_VC42_1,HC03_VC43_3,HC03_VC44_1,HC03_VC45_4,HC03_VC46_4,HC03_VC47_4
424,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_1,HC03_VC38_4,HC03_VC39_3,HC03_VC40_4,HC03_VC42_3,HC03_VC43_3,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_4
425,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_3,HC03_VC38_3,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_4,HC03_VC44_3,HC03_VC45_1,HC03_VC46_2,HC03_VC47_1
426,low,HC03_VC35_2,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_4,HC03_VC40_4,HC03_VC42_2,HC03_VC43_1,HC03_VC44_4,HC03_VC45_4,HC03_VC46_4,HC03_VC47_4
427,low,HC03_VC35_4,HC03_VC36_1,HC03_VC37_3,HC03_VC38_3,HC03_VC39_3,HC03_VC40_3,HC03_VC42_3,HC03_VC43_2,HC03_VC44_3,HC03_VC45_3,HC03_VC46_1,HC03_VC47_4
428,low,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_3,HC03_VC40_3,HC03_VC42_3,HC03_VC43_3,HC03_VC44_2,HC03_VC45_4,HC03_VC46_3,HC03_VC47_2
429,low,HC03_VC35_2,HC03_VC36_2,HC03_VC37_2,HC03_VC38_1,HC03_VC39_3,HC03_VC40_3,HC03_VC42_2,HC03_VC43_3,HC03_VC44_2,HC03_VC45_3,HC03_VC46_2,HC03_VC47_3
430,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_3,HC03_VC38_2,HC03_VC39_2,HC03_VC40_2,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_3,HC03_VC46_2,HC03_VC47_4
431,low,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_3,HC03_VC39_3,HC03_VC40_3,HC03_VC42_1,HC03_VC43_1,HC03_VC44_3,HC03_VC45_3,HC03_VC46_3,HC03_VC47_2
432,low,HC03_VC35_4,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_1,HC03_VC40_3,HC03_VC42_4,HC03_VC43_1,HC03_VC44_4,HC03_VC45_3,HC03_VC46_1,HC03_VC47_1
433,low,HC03_VC35_3,HC03_VC36_3,HC03_VC37_1,HC03_VC38_2,HC03_VC39_4,HC03_VC40_4,HC03_VC42_3,HC03_VC43_2,HC03_VC44_3,HC03_VC45_4,HC03_VC46_1,HC03_VC47_2
434,low,HC03_VC35_3,HC03_VC36_2,HC03_VC37_2,HC03_VC38_4,HC03_VC39_4,HC03_VC40_2,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_3,HC03_VC46_2,HC03_VC47_2
435,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_2,HC03_VC39_1,HC03_VC40_4,HC03_VC42_2,HC03_VC43_2,HC03_VC44_2,HC03_VC45_2,HC03_VC46_3,HC03_VC47_4
436,low,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_1,HC03_VC40_1,HC03_VC42_2,HC03_VC43_4,HC03_VC44_2,HC03_VC45_4,HC03_VC46_2,HC03_VC47_1
437,low,HC03_VC35_2,HC03_VC36_2,HC03_VC37_2,HC03_VC38_3,HC03_VC39_2,HC03_VC40_3,HC03_VC42_2,HC03_VC43_2,HC03_VC44_3,HC03_VC45_3,HC03_VC46_3,HC03_VC47_3
438,low,HC03_VC35_1,HC03_VC36_2,HC03_VC37_2,HC03_VC38_3,HC03_VC39_3,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_2,HC03_VC45_3,HC03_VC46_3,HC03_VC47_4
439,low,HC03_VC35_3,HC03_VC36_2,HC03_VC37_4,HC03_VC38_4,HC03_VC39_1,HC03_VC40_2,HC03_VC42_3,HC03_VC43_2,HC03_VC44_4,HC03_VC45_2,HC03_VC46_1,HC03_VC47_3
440,low,HC03_VC35_3,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_1,HC03_VC40_3,HC03_VC42_4,HC03_VC43_2,HC03_VC44_3,HC03_VC45_1,HC03_VC46_2,HC03_VC47_4
441,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_2,HC03_VC38_4,HC03_VC39_4,HC03_VC40_1,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_1,HC03_VC47_2
442,low,HC03_VC35_4,HC03_VC36_3,HC03_VC37_1,HC03_VC38_3,HC03_VC39_3,HC03_VC40_3,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_3,HC03_VC46_1,HC03_VC47_4
443,low,HC03_VC35_2,HC03_VC36_3,HC03_VC37_1,HC03_VC38_4,HC03_VC39_3,HC03_VC40_2,HC03_VC42_2,HC03_VC43_3,HC03_VC44_1,HC03_VC45_3,HC03_VC46_3,HC03_VC47_3
