,drug,HC03_VC195,HC03_VC194,HC03_VC193,HC03_VC192,HC03_VC191,HC03_VC190,HC03_VC189,HC03_VC188,HC03_VC187,HC03_VC186,HC03_VC185,HC03_VC181,HC03_VC180,HC03_VC179
285,mid,HC03_VC195_4,HC03_VC194_3,HC03_VC193_2,HC03_VC192_3,HC03_VC191_4,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_1,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_1
286,mid,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1,HC03_VC192_2,HC03_VC191_4,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_3,HC03_VC186_3,HC03_VC185_3,HC03_VC181_2,HC03_VC180_1,HC03_VC179_2
287,mid,HC03_VC195_3,HC03_VC194_2,HC03_VC193_3,HC03_VC192_2,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_3,HC03_VC187_2,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
288,mid,HC03_VC195_4,HC03_VC194_3,HC03_VC193_2,HC03_VC192_3,HC03_VC191_1,HC03_VC190_2,HC03_VC189_3,HC03_VC188_2,HC03_VC187_1,HC03_VC186_3,HC03_VC185_4,HC03_VC181_1,HC03_VC180_1,HC03_VC179_2
289,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_3,HC03_VC192_2,HC03_VC191_2,HC03_VC190_1,HC03_VC189_2,HC03_VC188_3,HC03_VC187_1,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
290,mid,HC03_VC195_3,HC03_VC194_3,HC03_VC193_3,HC03_VC192_4,HC03_VC191_2,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
291,mid,HC03_VC195_4,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_3,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
292,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
293,mid,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
294,mid,HC03_VC195_4,HC03_VC194_3,HC03_VC193_4,HC03_VC192_1,HC03_VC191_3,HC03_VC190_1,HC03_VC189_2,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
295,mid,HC03_VC195_3,HC03_VC194_3,HC03_VC193_3,HC03_VC192_2,HC03_VC191_1,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_2,HC03_VC185_2,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
296,mid,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4,HC03_VC192_3,HC03_VC191_3,HC03_VC190_2,HC03_VC189_3,HC03_VC188_3,HC03_VC187_2,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
297,mid,HC03_VC195_2,HC03_VC194_1,HC03_VC193_2,HC03_VC192_2,HC03_VC191_4,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_1,HC03_VC186_3,HC03_VC185_2,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
298,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_2,HC03_VC191_4,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
299,mid,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_2,HC03_VC191_2,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_1
300,mid,HC03_VC195_4,HC03_VC194_2,HC03_VC193_3,HC03_VC192_3,HC03_VC191_1,HC03_VC190_2,HC03_VC189_3,HC03_VC188_1,HC03_VC187_3,HC03_VC186_3,HC03_VC185_4,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
301,low,HC03_VC195_1,HC03_VC194_3,HC03_VC193_4,HC03_VC192_1,HC03_VC191_3,HC03_VC190_2,HC03_VC189_3,HC03_VC188_1,HC03_VC187_2,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
302,low,HC03_VC195_4,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_1,HC03_VC187_2,HC03_VC186_2,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
303,low,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_3,HC03_VC185_3,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
304,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_3,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
305,low,HC03_VC195_4,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
306,low,HC03_VC195_1,HC03_VC194_2,HC03_VC193_4,HC03_VC192_4,HC03_VC191_2,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_1,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
307,low,HC03_VC195_2,HC03_VC194_4,HC03_VC193_1,HC03_VC192_4,HC03_VC191_4,HC03_VC190_3,HC03_VC189_3,HC03_VC188_3,HC03_VC187_2,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
308,low,HC03_VC195_3,HC03_VC194_3,HC03_VC193_2,HC03_VC192_4,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_2,HC03_VC187_3,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
309,low,HC03_VC195_4,HC03_VC194_2,HC03_VC193_4,HC03_VC192_2,HC03_VC191_3,HC03_VC190_1,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_3,HC03_VC185_4,HC03_VC181_2,HC03_VC180_1,HC03_VC179_3
310,low,HC03_VC195_1,HC03_VC194_2,HC03_VC193_3,HC03_VC192_4,HC03_VC191_3,HC03_VC190_1,HC03_VC189_3,HC03_VC188_1,HC03_VC187_3,HC03_VC186_4,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
311,low,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3,HC03_VC192_2,HC03_VC191_4,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
312,low,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3,HC03_VC192_1,HC03_VC191_2,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_2,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_2
313,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_4,HC03_VC190_2,HC03_VC189_1,HC03_VC188_1,HC03_VC187_3,HC03_VC186_4,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
314,low,HC03_VC195_4,HC03_VC194_1,HC03_VC193_3,HC03_VC192_1,HC03_VC191_4,HC03_VC190_2,HC03_VC189_3,HC03_VC188_2,HC03_VC187_3,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
315,low,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
316,low,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3,HC03_VC192_4,HC03_VC191_4,HC03_VC190_1,HC03_VC189_2,HC03_VC188_2,HC03_VC187_2,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
317,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_3,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
318,low,HC03_VC195_4,HC03_VC194_3,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_3,HC03_VC187_3,HC03_VC186_3,HC03_VC185_4,HC03_VC181_2,HC03_VC180_1,HC03_VC179_3
319,low,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1,HC03_VC192_2,HC03_VC191_4,HC03_VC190_1,HC03_VC189_2,HC03_VC188_2,HC03_VC187_2,HC03_VC186_4,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
320,low,HC03_VC195_3,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_3,HC03_VC187_1,HC03_VC186_3,HC03_VC185_3,HC03_VC181_1,HC03_VC180_2,HC03_VC179_3
321,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_2,HC03_VC191_3,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
322,low,HC03_VC195_4,HC03_VC194_2,HC03_VC193_1,HC03_VC192_3,HC03_VC191_1,HC03_VC190_2,HC03_VC189_1,HC03_VC188_2,HC03_VC187_2,HC03_VC186_2,HC03_VC185_4,HC03_VC181_1,HC03_VC180_2,HC03_VC179_1
323,low,HC03_VC195_3,HC03_VC194_2,HC03_VC193_3,HC03_VC192_3,HC03_VC191_2,HC03_VC190_3,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_1,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
324,low,HC03_VC195_1,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_4,HC03_VC190_4,HC03_VC189_3,HC03_VC188_2,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_2,HC03_VC179_1
325,low,HC03_VC195_1,HC03_VC194_4,HC03_VC193_1,HC03_VC192_4,HC03_VC191_3,HC03_VC190_4,HC03_VC189_1,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_2,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
326,low,HC03_VC195_4,HC03_VC194_4,HC03_VC193_2,HC03_VC192_4,HC03_VC191_1,HC03_VC190_4,HC03_VC189_3,HC03_VC188_1,HC03_VC187_3,HC03_VC186_4,HC03_VC185_4,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
327,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_1,HC03_VC191_2,HC03_VC190_2,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
328,low,HC03_VC195_4,HC03_VC194_3,HC03_VC193_4,HC03_VC192_1,HC03_VC191_1,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
329,low,HC03_VC195_3,HC03_VC194_2,HC03_VC193_1,HC03_VC192_3,HC03_VC191_1,HC03_VC190_3,HC03_VC189_2,HC03_VC188_2,HC03_VC187_1,HC03_VC186_2,HC03_VC185_3,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
330,low,HC03_VC195_1,HC03_VC194_2,HC03_VC193_4,HC03_VC192_4,HC03_VC191_2,HC03_VC190_1,HC03_VC189_2,HC03_VC188_3,HC03_VC187_1,HC03_VC186_3,HC03_VC185_4,HC03_VC181_2,HC03_VC180_1,HC03_VC179_2
331,low,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3,HC03_VC192_1,HC03_VC191_4,HC03_VC190_1,HC03_VC189_1,HC03_VC188_2,HC03_VC187_2,HC03_VC186_3,HC03_VC185_3,HC03_VC181_1,HC03_VC180_2,HC03_VC179_2
332,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_2,HC03_VC186_2,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
333,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3,HC03_VC192_4,HC03_VC191_4,HC03_VC190_1,HC03_VC189_2,HC03_VC188_3,HC03_VC187_3,HC03_VC186_3,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
334,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3,HC03_VC192_2,HC03_VC191_3,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
335,low,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2,HC03_VC192_2,HC03_VC191_4,HC03_VC190_1,HC03_VC189_3,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
336,low,HC03_VC195_1,HC03_VC194_4,HC03_VC193_1,HC03_VC192_2,HC03_VC191_2,HC03_VC190_4,HC03_VC189_3,HC03_VC188_1,HC03_VC187_3,HC03_VC186_2,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
337,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_3,HC03_VC190_2,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
338,low,HC03_VC195_1,HC03_VC194_4,HC03_VC193_4,HC03_VC192_3,HC03_VC191_3,HC03_VC190_3,HC03_VC189_2,HC03_VC188_3,HC03_VC187_2,HC03_VC186_2,HC03_VC185_4,HC03_VC181_1,HC03_VC180_2,HC03_VC179_2
339,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3,HC03_VC192_2,HC03_VC191_4,HC03_VC190_1,HC03_VC189_3,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
340,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3,HC03_VC192_3,HC03_VC191_4,HC03_VC190_1,HC03_VC189_3,HC03_VC188_1,HC03_VC187_2,HC03_VC186_4,HC03_VC185_1,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
341,low,HC03_VC195_3,HC03_VC194_2,HC03_VC193_3,HC03_VC192_1,HC03_VC191_2,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_3,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
342,low,HC03_VC195_2,HC03_VC194_3,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_3,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_3,HC03_VC185_3,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
343,low,HC03_VC195_3,HC03_VC194_2,HC03_VC193_4,HC03_VC192_4,HC03_VC191_2,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_3,HC03_VC186_3,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_1
344,low,HC03_VC195_4,HC03_VC194_2,HC03_VC193_1,HC03_VC192_4,HC03_VC191_2,HC03_VC190_3,HC03_VC189_3,HC03_VC188_2,HC03_VC187_3,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
345,low,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2,HC03_VC192_2,HC03_VC191_3,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_4,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
346,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_2,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_2
347,low,HC03_VC195_2,HC03_VC194_1,HC03_VC193_1,HC03_VC192_1,HC03_VC191_4,HC03_VC190_2,HC03_VC189_3,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_4,HC03_VC181_2,HC03_VC180_1,HC03_VC179_3
348,low,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1,HC03_VC192_1,HC03_VC191_3,HC03_VC190_3,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
349,low,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_2,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_2,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
350,low,HC03_VC195_4,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_4,HC03_VC190_4,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
351,low,HC03_VC195_2,HC03_VC194_2,HC03_VC193_2,HC03_VC192_2,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_2,HC03_VC187_2,HC03_VC186_1,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_1
352,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1,HC03_VC192_2,HC03_VC191_4,HC03_VC190_2,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_3,HC03_VC185_1,HC03_VC181_2,HC03_VC180_2,HC03_VC179_1
353,low,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_1,HC03_VC190_3,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_1,HC03_VC185_1,HC03_VC181_1,HC03_VC180_2,HC03_VC179_2
354,low,HC03_VC195_2,HC03_VC194_1,HC03_VC193_3,HC03_VC192_3,HC03_VC191_3,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
355,low,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1,HC03_VC192_2,HC03_VC191_1,HC03_VC190_4,HC03_VC189_1,HC03_VC188_2,HC03_VC187_2,HC03_VC186_2,HC03_VC185_3,HC03_VC181_2,HC03_VC180_2,HC03_VC179_1
356,low,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_2,HC03_VC191_1,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
357,low,HC03_VC195_2,HC03_VC194_2,HC03_VC193_3,HC03_VC192_2,HC03_VC191_4,HC03_VC190_3,HC03_VC189_3,HC03_VC188_3,HC03_VC187_2,HC03_VC186_2,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
358,low,HC03_VC195_2,HC03_VC194_3,HC03_VC193_3,HC03_VC192_1,HC03_VC191_1,HC03_VC190_4,HC03_VC189_1,HC03_VC188_2,HC03_VC187_3,HC03_VC186_1,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
359,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_3,HC03_VC191_4,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
360,low,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1,HC03_VC192_1,HC03_VC191_4,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_2,HC03_VC181_2,HC03_VC180_1,HC03_VC179_1
361,low,HC03_VC195_1,HC03_VC194_3,HC03_VC193_3,HC03_VC192_4,HC03_VC191_1,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_1,HC03_VC186_2,HC03_VC185_2,HC03_VC181_1,HC03_VC180_2,HC03_VC179_2
362,low,HC03_VC195_2,HC03_VC194_2,HC03_VC193_2,HC03_VC192_2,HC03_VC191_3,HC03_VC190_3,HC03_VC189_1,HC03_VC188_2,HC03_VC187_1,HC03_VC186_3,HC03_VC185_1,HC03_VC181_2,HC03_VC180_1,HC03_VC179_2
363,low,HC03_VC195_4,HC03_VC194_2,HC03_VC193_3,HC03_VC192_1,HC03_VC191_2,HC03_VC190_1,HC03_VC189_1,HC03_VC188_3,HC03_VC187_3,HC03_VC186_2,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
364,low,HC03_VC195_1,HC03_VC194_4,HC03_VC193_4,HC03_VC192_4,HC03_VC191_4,HC03_VC190_4,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_2,HC03_VC185_2,HC03_VC181_1,HC03_VC180_1,HC03_VC179_2
365,low,HC03_VC195_2,HC03_VC194_2,HC03_VC193_2,HC03_VC192_2,HC03_VC191_1,HC03_VC190_2,HC03_VC189_1,HC03_VC188_2,HC03_VC187_2,HC03_VC186_2,HC03_VC185_3,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
366,low,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1,HC03_VC192_4,HC03_VC191_2,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_2,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
367,low,HC03_VC195_1,HC03_VC194_3,HC03_VC193_3,HC03_VC192_2,HC03_VC191_1,HC03_VC190_2,HC03_VC189_2,HC03_VC188_3,HC03_VC187_1,HC03_VC186_2,HC03_VC185_1,HC03_VC181_2,HC03_VC180_1,HC03_VC179_1
368,low,HC03_VC195_1,HC03_VC194_4,HC03_VC193_2,HC03_VC192_3,HC03_VC191_3,HC03_VC190_4,HC03_VC189_1,HC03_VC188_2,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
369,low,HC03_VC195_2,HC03_VC194_3,HC03_VC193_4,HC03_VC192_3,HC03_VC191_2,HC03_VC190_2,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_2,HC03_VC185_1,HC03_VC181_1,HC03_VC180_2,HC03_VC179_1
370,low,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3,HC03_VC192_4,HC03_VC191_4,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_2,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
371,low,HC03_VC195_4,HC03_VC194_2,HC03_VC193_3,HC03_VC192_4,HC03_VC191_2,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_2,HC03_VC179_3
372,low,HC03_VC195_3,HC03_VC194_2,HC03_VC193_2,HC03_VC192_2,HC03_VC191_1,HC03_VC190_3,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_2
373,low,HC03_VC195_3,HC03_VC194_3,HC03_VC193_3,HC03_VC192_3,HC03_VC191_1,HC03_VC190_1,HC03_VC189_2,HC03_VC188_3,HC03_VC187_2,HC03_VC186_2,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_1
374,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_4,HC03_VC192_1,HC03_VC191_1,HC03_VC190_1,HC03_VC189_3,HC03_VC188_2,HC03_VC187_2,HC03_VC186_4,HC03_VC185_4,HC03_VC181_2,HC03_VC180_1,HC03_VC179_2
375,low,HC03_VC195_4,HC03_VC194_3,HC03_VC193_1,HC03_VC192_1,HC03_VC191_3,HC03_VC190_3,HC03_VC189_3,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_1
376,low,HC03_VC195_4,HC03_VC194_1,HC03_VC193_1,HC03_VC192_3,HC03_VC191_3,HC03_VC190_1,HC03_VC189_2,HC03_VC188_1,HC03_VC187_2,HC03_VC186_3,HC03_VC185_3,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
377,low,HC03_VC195_4,HC03_VC194_3,HC03_VC193_2,HC03_VC192_4,HC03_VC191_3,HC03_VC190_4,HC03_VC189_1,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
378,low,HC03_VC195_2,HC03_VC194_3,HC03_VC193_2,HC03_VC192_4,HC03_VC191_4,HC03_VC190_1,HC03_VC189_2,HC03_VC188_3,HC03_VC187_3,HC03_VC186_1,HC03_VC185_4,HC03_VC181_2,HC03_VC180_3,HC03_VC179_3
379,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2,HC03_VC192_2,HC03_VC191_4,HC03_VC190_1,HC03_VC189_1,HC03_VC188_1,HC03_VC187_1,HC03_VC186_4,HC03_VC185_1,HC03_VC181_1,HC03_VC180_1,HC03_VC179_1
380,low,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3,HC03_VC192_3,HC03_VC191_2,HC03_VC190_2,HC03_VC189_2,HC03_VC188_1,HC03_VC187_1,HC03_VC186_3,HC03_VC185_2,HC03_VC181_2,HC03_VC180_2,HC03_VC179_2
