,drug,HC03_VC03,HC03_VC04,HC03_VC05,HC03_VC06,HC03_VC07,HC03_VC08,HC03_VC09,HC03_VC10,HC03_VC11,HC03_VC12
397,low,HC03_VC03_4,HC03_VC04_4,HC03_VC05_4,HC03_VC06_3,HC03_VC07_4,HC03_VC08_3,HC03_VC09_1,HC03_VC10_3,HC03_VC11_4,HC03_VC12_1
398,low,HC03_VC03_3,HC03_VC04_4,HC03_VC05_2,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
399,low,HC03_VC03_2,HC03_VC04_3,HC03_VC05_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_2,HC03_VC09_1,HC03_VC10_3,HC03_VC11_3,HC03_VC12_1
400,low,HC03_VC03_1,HC03_VC04_4,HC03_VC05_2,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
401,low,HC03_VC03_4,HC03_VC04_4,HC03_VC05_3,HC03_VC06_4,HC03_VC07_3,HC03_VC08_2,HC03_VC09_3,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
402,low,HC03_VC03_1,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_3,HC03_VC08_3,HC03_VC09_4,HC03_VC10_4,HC03_VC11_3,HC03_VC12_1
403,low,HC03_VC03_4,HC03_VC04_2,HC03_VC05_4,HC03_VC06_1,HC03_VC07_3,HC03_VC08_3,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_2
404,low,HC03_VC03_4,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_2,HC03_VC12_1
405,low,HC03_VC03_4,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
406,low,HC03_VC03_1,HC03_VC04_4,HC03_VC05_3,HC03_VC06_4,HC03_VC07_4,HC03_VC08_2,HC03_VC09_3,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
407,low,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
408,low,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
409,low,HC03_VC03_1,HC03_VC04_4,HC03_VC05_2,HC03_VC06_4,HC03_VC07_4,HC03_VC08_3,HC03_VC09_3,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
410,low,HC03_VC03_4,HC03_VC04_2,HC03_VC05_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_2,HC03_VC10_4,HC03_VC11_4,HC03_VC12_2
411,low,HC03_VC03_2,HC03_VC04_4,HC03_VC05_2,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1
412,low,HC03_VC03_1,HC03_VC04_4,HC03_VC05_1,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
413,low,HC03_VC03_2,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_3,HC03_VC09_3,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
414,low,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_2,HC03_VC10_3,HC03_VC11_2,HC03_VC12_3
415,low,HC03_VC03_3,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1
416,low,HC03_VC03_1,HC03_VC04_3,HC03_VC05_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_4,HC03_VC09_3,HC03_VC10_4,HC03_VC11_3,HC03_VC12_1
417,low,HC03_VC03_3,HC03_VC04_2,HC03_VC05_2,HC03_VC06_3,HC03_VC07_1,HC03_VC08_3,HC03_VC09_4,HC03_VC10_1,HC03_VC11_2,HC03_VC12_3
418,low,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_1,HC03_VC11_1,HC03_VC12_4
419,low,HC03_VC03_1,HC03_VC04_2,HC03_VC05_1,HC03_VC06_3,HC03_VC07_1,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_3
420,low,HC03_VC03_4,HC03_VC04_4,HC03_VC05_1,HC03_VC06_3,HC03_VC07_1,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_3,HC03_VC12_1
421,low,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_2,HC03_VC10_3,HC03_VC11_2,HC03_VC12_4
422,low,HC03_VC03_3,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_2,HC03_VC09_1,HC03_VC10_3,HC03_VC11_2,HC03_VC12_4
423,low,HC03_VC03_3,HC03_VC04_1,HC03_VC05_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_4
424,low,HC03_VC03_1,HC03_VC04_2,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_3,HC03_VC12_3
425,low,HC03_VC03_4,HC03_VC04_2,HC03_VC05_4,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_4,HC03_VC11_4,HC03_VC12_2
426,low,HC03_VC03_2,HC03_VC04_2,HC03_VC05_4,HC03_VC06_3,HC03_VC07_4,HC03_VC08_2,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2
427,low,HC03_VC03_3,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_4,HC03_VC10_2,HC03_VC11_1,HC03_VC12_4
