,drug,HC03_VC130,HC03_VC131,HC03_VC132,HC03_VC133,HC03_VC134,HC03_VC135,HC03_VC136,HC03_VC140,HC03_VC141,HC03_VC142
397,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_3,HC03_VC142_1
398,low,HC03_VC130_3,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_2
399,low,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_3,HC03_VC134_2,HC03_VC135_3,HC03_VC136_3,HC03_VC140_2,HC03_VC141_1,HC03_VC142_3
400,low,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_3,HC03_VC134_1,HC03_VC135_1,HC03_VC136_2,HC03_VC140_1,HC03_VC141_3,HC03_VC142_2
401,low,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3,HC03_VC135_1,HC03_VC136_2,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
402,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_3,HC03_VC142_1
403,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_3,HC03_VC142_2
404,low,HC03_VC130_3,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
405,low,HC03_VC130_4,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_4,HC03_VC142_1
406,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
407,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
408,low,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_4,HC03_VC136_4,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
409,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
410,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2,HC03_VC135_2,HC03_VC136_4,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
411,low,HC03_VC130_2,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
412,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_2
413,low,HC03_VC130_3,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
414,low,HC03_VC130_2,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_1,HC03_VC142_3
415,low,HC03_VC130_3,HC03_VC131_3,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_3,HC03_VC142_1
416,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
417,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_3,HC03_VC134_1,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_4,HC03_VC142_1
418,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
419,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
420,low,HC03_VC130_4,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
421,low,HC03_VC130_2,HC03_VC131_2,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_4,HC03_VC136_3,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
422,low,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_3,HC03_VC140_3,HC03_VC141_2,HC03_VC142_3
423,low,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
424,low,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
425,low,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
426,low,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_3,HC03_VC136_4,HC03_VC140_3,HC03_VC141_3,HC03_VC142_2
427,low,HC03_VC130_2,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_3,HC03_VC142_1
